Export_country,Import_country,Nominal Value (SUM),Tons (SUM)
Japan,Indonesia,7149579153.85901,9304771.466130836
Japan,Iran,53809579.331054695,61331.12838675108
Japan,Iraq,2149663.7734375,1569.3470000000002
Japan,Ireland,12977.22154235841,11.298
Japan,Israel,36285575.32373048,31402.159963771537
Japan,Italy,256713010.734253,231188.6620232431
Japan,Jordan,17423060.698242188,24271.597
Japan,Kenya,213333273.94897464,405381.312
Japan,Kuwait,29025428.780273438,15071.934
Japan,Latvia,442200.416015625,510.092
Japan,Lebanon,12585642.1796875,9134.905
Japan,Liberia,25971.572265625,23.1
Japan,Luxembourg,119.825996398926,0.0599999986588955
Japan,Macao,3194829.9765625,1427.761
Japan,Malaysia,2817408469.510498,3609742.2345944135
Japan,Mauritius,60928.6586914063,108.428
Japan,Mexico,7233236550.544923,7025381.949429148
Japan,Mongolia,7861.22021484375,5.086
Japan,Morocco,14965266.547851562,14549.801
Japan,Mozambique,20892001.1796875,31127.038
Japan,Myanmar,14574463.438964846,24182.903197795367
Japan,Nepal,298637.41015625,570.95
Japan,Netherlands,68644486.68606947,49699.68110394241
Japan,New Zealand,93311127.49043083,70058.23942605306
Japan,Nicaragua,4080462.5302734375,4840.72
Japan,Nigeria,157456329.434082,248537.825
Japan,Norway,155390.19944763184,72.97200000000001
Japan,Oman,48983401.84472656,52066.948000000004
Japan,Pakistan,132137310.86328128,140011.27939160544
Japan,Palau,15930.787109375,9.918
Japan,Panama,87948.61547851562,53.292
Japan,Papua New Guinea,103740.712890625,70.275
Japan,Paraguay,7527.2275390625,3.859
Japan,Peru,412662871.5568848,416871.94205400866
Japan,Philippines,2422865475.001343,2754407.960881306
Japan,Poland,8884854.250000002,4872.186520649746
Japan,Portugal,56066205.00702244,54066.51988687526
Japan,Qatar,623770.2763671875,587.1949999999999
Japan,Romania,6346159.7890625,10640.644
Japan,Russia,27871315.436157234,14878.22150415612
Japan,Saudi Arabia,790685930.1601564,1023857.8736677588
Japan,Senegal,1164591.5107421875,1625.0
Japan,Singapore,1215458904.3839111,1227129.2208236
Japan,Slovakia,231475.9638671875,182.789
Japan,Slovenia,9963583.662109375,4791.1968898622645
Japan,South Africa,477812013.69921887,511197.0661974832
Japan,South Korea,12825081235.0,18699495.24719554
Japan,South Sudan,6648.25830078125,3.9
Japan,Spain,148927664.5201416,176561.05947722166
Japan,Sri Lanka,20043710.26611329,29041.36726311695
Japan,Sweden,553395.506363869,250.561249507788
Japan,Switzerland,10011621.13522339,6622.2726692728575
Japan,Taiwan,9400766043.047117,17923939.846710272
Japan,Tanzania,381118577.953125,624182.446
Japan,Thailand,19899305801.868904,29006492.360072717
Japan,Togo,20587368.91992188,35630.9
Japan,Trinidad and Tobago,162557.65625,118.001
Japan,Tunisia,9225476.517089844,10602.714
Japan,Turkey,1142719700.3734136,1180850.8610921998
Japan,Turkmenistan,2252.11108398438,1.268
Japan,Uganda,20495013.797119148,40612.97911203934
Japan,Ukraine,77792.703125,51.15
Japan,United Arab Emirates,361439151.84289557,365352.45801103325
Japan,United Kingdom,93637411.75195317,87826.07703654504
Japan,United States,3100057650.0,3636272.073161066
Japan,Uzbekistan,131159.098632813,274.765
Japan,Vanuatu,18396.751953125,17.645
Japan,Venezuela,1141570.55859375,1027.933
Japan,Vietnam,4797498289.535767,7449497.622231518
Japan,Yemen,34299233.943359375,34104.484
Japan,Zambia,8159187.30859375,16483.899
Japan,Zimbabwe,1241455.640625,1443.175
Jordan,Austria,47114.19921875,56.0999984741211
Jordan,Belgium,18229.759773254395,25.195000076666428
Jordan,China (mainland),11848.0,6.734
Jordan,Egypt,893057.0,911.7134171274215
Jordan,Finland,41.19580078125,0.0299999993294477
Jordan,France,43.3807983398438,0.0190112136560087
Jordan,Ghana,2822533.4921875,5567.38
Jordan,Israel,261000.0,241.4956758728485
Jordan,Italy,34038.724609375,16.865000000000002
Jordan,Morocco,5626643.0,9996.12
Jordan,Netherlands,908.392028808594,0.446000009775162
Jordan,Philippines,14291.0,17.56
Jordan,Poland,48327.9453125,42.1399993896484
Jordan,Qatar,808564.4310722351,823.9837109375001
Jordan,Slovakia,120939.4921875,105.349998474121
Jordan,Slovenia,87864.2734375,76.8000030517578
Jordan,Spain,978553.6959838867,533.295
Jordan,Sri Lanka,12564.1967773438,16.668169921875
Jordan,Taiwan,47632.70703125,48.0
Jordan,Thailand,3977596.25,10022.4
Jordan,Turkey,841188.5498046875,828.3299999999999
Jordan,Venezuela,779579.0,353.319
Kazakhstan,Afghanistan,169882108.61938477,303383.27989387506
Kazakhstan,Albania,785700.0,810.0
Kazakhstan,Algeria,2776214.0390625,7788.139942169193
Kazakhstan,Argentina,63302.9609375,54.1559982299805
Kazakhstan,Armenia,329344.078125,306.3599967956544
Kazakhstan,Australia,29602979.73046875,64303.639251708984
Kazakhstan,Austria,6258124.468765259,4159.199988938867
Kazakhstan,Azerbaijan,89326366.03720093,148919.8615961895
Kazakhstan,Bahrain,97000.0,100.0
Kazakhstan,Belarus,9712747.984375,6458.5370025634775
Kazakhstan,Belgium,55929.7890625,43.0
Kazakhstan,Bosnia and Herzegovina,200608.87109375,234.77691379435902
Kazakhstan,Brazil,2414478.0,2016.372
Kazakhstan,Cameroon,588330.0,378.0
Kazakhstan,Canada,2620809.59375,1736.0
Kazakhstan,Chile,43911.76171875,54.0120010375977
Kazakhstan,China (mainland),384532082.7060853,995912.9573746078
Kazakhstan,Colombia,1589300.53515625,1400.91
Kazakhstan,Croatia,3673.58032226563,2.0
Kazakhstan,Czech Republic,22725715.15084839,21800.502036458267
Kazakhstan,Ecuador,39183.71875,27.0
Kazakhstan,Egypt,24283504.453125,64505.08441162111
Kazakhstan,Estonia,411.839996337891,0.199000000953674
Kazakhstan,Finland,6380347.671875,5479.916475044461
Kazakhstan,France,7360755.78074646,5668.284834292523
Kazakhstan,Georgia,8095232.46484375,6762.309997558595
Kazakhstan,Germany,96821441.66503906,72860.6002006531
Kazakhstan,Ghana,262170.0,162.0
Kazakhstan,Greece,279686.1796875,206.0
Kazakhstan,Hungary,2468390.875,3616.52000427246
Kazakhstan,India,30236378.265625,54541.00030517581
Kazakhstan,Indonesia,37264983.4375,80969.38719940184
Kazakhstan,Iran,883143824.1201173,1881219.7016610154
Kazakhstan,Iraq,1466195.462890625,2729.2499847412105
Kazakhstan,Israel,1098512.376953125,2814.490005493165
Kazakhstan,Italy,86855607.25,92652.875
Kazakhstan,Japan,381787801.39624023,340906.604
Kazakhstan,Kyrgyzstan,29291689.864521027,42118.822797683475
Kazakhstan,Latvia,1277099.8359375,819.1299982070922
Kazakhstan,Lebanon,446498.65625,728.809997558594
Kazakhstan,Lithuania,1125064.826171875,1107.300010681152
Kazakhstan,Macedonia,61953.83984375,45.0
Kazakhstan,Mali,323385.9375,370.889999389648
Kazakhstan,Mexico,844348.796875,630.0
Kazakhstan,Moldova,247854.20703125,153.5380039215088
Kazakhstan,Mongolia,42000.0,29.9449996948242
Kazakhstan,Netherlands,67550176.41073799,44227.03892659898
Kazakhstan,North Korea,439000.0,450.0
Kazakhstan,Norway,136559.3359375,100.0
Kazakhstan,Oman,95050.0,75.0
Kazakhstan,Pakistan,29029304.69836426,46119.09476041793
Kazakhstan,Panama,32580.5703125,57.1399993896484
Kazakhstan,Peru,1317647.205078125,1169.022
Kazakhstan,Philippines,67784386.625,160809.6376953125
Kazakhstan,Poland,14999922.183181765,10541.41254888678
Kazakhstan,Portugal,863613.46875,486.0
Kazakhstan,Romania,1464979.9680461884,936.4014993896708
Kazakhstan,Russia,2165760636.4883966,2811530.037426724
Kazakhstan,Saudi Arabia,284160.0,248.0
Kazakhstan,Senegal,3793207.4609375,4341.989990234379
Kazakhstan,Slovakia,12838615.664550781,12464.533964157103
Kazakhstan,Slovenia,7996674.4638671875,6127.096010208129
Kazakhstan,South Africa,517337.28125,486.0
Kazakhstan,South Korea,69109586.0,131016.03925318643
Kazakhstan,Spain,9695203.203125,8640.301
Kazakhstan,Sweden,5384974.2837677,4013.2563712810597
Kazakhstan,Switzerland,671577.4846191406,531.565
Kazakhstan,Taiwan,53801183.9140625,83429.0
Kazakhstan,Tajikistan,80614179.5451622,115257.36553386615
Kazakhstan,Thailand,21085724.7265625,48636.04473876953
Kazakhstan,Tunisia,2914642.26367188,3475.569999694823
Kazakhstan,Turkey,136078070.08797932,152068.8696710685
Kazakhstan,Turkmenistan,2835150.041015625,3729.9000014662734
Kazakhstan,Ukraine,139957414.76171875,153127.68332300763
Kazakhstan,United Arab Emirates,2716375.08203125,3422.3000335693387
Kazakhstan,United Kingdom,169442.140625,123.68
Kazakhstan,United States,105899699.0,72353.56284176861
Kazakhstan,Uzbekistan,1822479753.3232696,3838788.895788082
Kazakhstan,Vietnam,55133516.10253906,140485.76691246033
Kenya,"Areas, nes., Spec Cat, Islands, Other",167838.74129867554,249.517193388443
Kenya,Belgium,978.77880859375,0.824999988079071
Kenya,Burundi,3644477.7389812474,3237.589046711888
Kenya,Central African Republic,50132.95703125,51.0
Kenya,China (mainland),12.0,0.045
Kenya,Comoros,4983.756034851074,6.057
Kenya,Congo,3679.44067382813,1.96559997558594
Kenya,"Congo, D.R.",16745329.711801529,21645.49972223492
Kenya,Djibouti,2413.37693023682,2.029
Kenya,Ethiopia,1729527.9139404297,1393.363703219146
Kenya,India,175628.48614501953,117.65
Kenya,Mozambique,17505.3828125,52.0
Kenya,Nigeria,93131.9296875,155.1
Kenya,Portugal,234.21199798584001,0.247000001370907
Kenya,Rwanda,10117986.878005745,12345.460690354872
Kenya,Singapore,464433.7890625,504.62999343872053
Kenya,Somalia,183887.56267118454,146.49496307908046
Kenya,South Africa,25436.01633834839,19.026705721225962
Kenya,South Sudan,960074.4125080111,743.9429918396389
Kenya,Taiwan,67928.5,87.0
Kenya,Tanzania,19959248.09366894,16216.022555746596
Kenya,Uganda,66234552.05561355,74350.68566997278
Kenya,United Arab Emirates,0.576701402664185,0.002
Kenya,United States,11710.0,18.25
Kenya,Zambia,787538.7591552734,804.745
Kosovo,Austria,6737.1083984375,3.80000007152558
Kosovo,Croatia,1149822.707611084,667.4579834043984
Kosovo,Czech Republic,96788.37109375,47.2159996032715
Kosovo,Finland,70.7099990844727,0.189999997615814
Kosovo,Hungary,770.120910644531,0.469999998807907
Kosovo,Montenegro,78650.8071899414,71.719
Kosovo,Netherlands,80324.00918579099,70.72842769021129
Kosovo,Slovakia,944761.24609375,543.7039966583252
Kosovo,Switzerland,17165.9080657959,20.905437056514224
Kuwait,Austria,1402120.5390625,752.6999931335445
Kuwait,Belarus,1990900.0,1960.0
Kuwait,Belgium,2115159.8671875,1577.7019729614267
Kuwait,China (mainland),58619693.0,89002.731
Kuwait,Denmark,1.14160001277924,0.0010000000474974
Kuwait,Egypt,1187256.0,723.9143794186963
Kuwait,France,362435.9207830429,295.5760136992129
Kuwait,Georgia,86503.953125,49.2900009155274
Kuwait,Germany,7764587.517089844,5326.600036621096
Kuwait,Hong Kong SAR,15042978.0,25136.148
Kuwait,India,8054630.209400177,12897.128
Kuwait,Indonesia,20831539.0,47646.194
Kuwait,Ireland,151.453506469727,0.174
Kuwait,Italy,6395152.3203125,4823.383
Kuwait,Japan,4458950.818359375,3917.4139999999998
Kuwait,Latvia,18604739.865234375,13499.939008712774
Kuwait,Malaysia,1780.47302246094,4.04
Kuwait,Mexico,51986.0,38.0
Kuwait,Montenegro,70067.7890625,47.702
Kuwait,Netherlands,5311068.938709259,4725.915955808015
Kuwait,Philippines,17545096.0,42595.87
Kuwait,Qatar,1603337.2395892143,2462.67683984375
Kuwait,Romania,61530.48046875,56.189998626709
Kuwait,Slovenia,44442.38671875,49.1040000915527
Kuwait,South Korea,410472.0,350.57
Kuwait,Spain,2277949.689186096,1807.018
Kuwait,Sri Lanka,3724.677780151365,11.199889938354442
Kuwait,Taiwan,28035222.265625,52186.0
Kuwait,Thailand,2181235.26953125,1696.566
Kuwait,Turkey,67421284.70958734,110915.04999999999
Kuwait,United States,1145453.0,1112.785
Kuwait,Uruguay,1290.0,0.99
Kyrgyzstan,Germany,17736.99975585938,21.89999997615814
Kyrgyzstan,Indonesia,54743.0,88.029
Kyrgyzstan,Iran,3783535.4858398438,6614.303
Kyrgyzstan,Kazakhstan,1380840.4008789062,1491.4939969311235
Kyrgyzstan,Peru,48931.578125,45.524
Kyrgyzstan,Russia,292193.0,131.659
Kyrgyzstan,Slovakia,2.11339998245239,0.0010000000474974
Kyrgyzstan,Thailand,527324.177734375,580.52
Kyrgyzstan,Turkey,1988.9750881195068,4.043
Laos,Canada,6110.0751953125,2.721
Laos,Thailand,143859.36720275885,161.2084266281211
Latvia,Austria,4790732.296546936,5607.126617547622
Latvia,Azerbaijan,2.24580001831055,0.003000000026077
Latvia,Belarus,277356.96425247204,264.6984232878796
Latvia,Belgium,218737.8779296875,188.66800665855388
Latvia,Bulgaria,239724.314453125,258.3849945068364
Latvia,Canada,4432.009765624998,3.262999951839446
Latvia,China (mainland),115432.52709960938,66.37000024318692
Latvia,Croatia,2773.19702148438,4.0
Latvia,Czech Republic,22664975.44150257,28715.065423318672
Latvia,Denmark,3247255.5955015416,2115.291170169297
Latvia,Estonia,17998929.798290256,17083.94504866479
Latvia,Finland,176067992.1388998,150045.9480401692
Latvia,France,38468.975463867246,29.18445916498063
Latvia,Germany,47099775.45251465,55056.166391351515
Latvia,Greece,30930.375,42.693000793457
Latvia,Hungary,39602.7421875,59.3600006103516
Latvia,Ireland,6664.891418457031,3.659
Latvia,Italy,18429607.356384277,39265.441490261794
Latvia,Kyrgyzstan,93.9379978179932,0.1599999964237213
Latvia,Lithuania,53335091.71445822,56312.29713455785
Latvia,Netherlands,110474345.1523537,79407.38981161885
Latvia,Norway,252920.6051940919,118.3889538008573
Latvia,Poland,363960750.3632203,547275.7213896262
Latvia,Portugal,2094291.25,4999.2998046875
Latvia,Romania,499672.1962699889,561.5005552562884
Latvia,Russia,955527.9174928667,895.4252294858209
Latvia,Slovakia,12575831.934791569,18278.06519272515
Latvia,Slovenia,15831.665351390839,28.58202235232101
Latvia,Spain,4980970.15234375,6852.929409326305
Latvia,Sweden,62236371.10439301,59199.0002646565
Latvia,Tajikistan,878397.8046875,546.5349960327148
Latvia,Turkey,31379.929272651676,18.500999999999998
Latvia,Ukraine,11117.86849975586,10.69999997317791
Latvia,United Arab Emirates,22612.890625,21.0170001983643
Latvia,United Kingdom,20399909.73175812,15358.501
Latvia,United States,30012146.0,92355.024
Latvia,Uzbekistan,69.640998840332,0.155000001192093
Lebanon,Australia,16077.5732421875,26.076000213623
Lebanon,China (mainland),108714.0,116.938
Lebanon,Costa Rica,43075.310546875,56.911
Lebanon,Cyprus,143892.7265625,165.7999992370605
Lebanon,Côte d'Ivoire,3941663.030376439,3870.853
Lebanon,Egypt,2890495.3125,2771.298
Lebanon,France,303.2991943359374,0.2290000058710578
Lebanon,Ghana,1694790.1365149019,4138.638693953561
Lebanon,India,62326.1435546875,110.969
Lebanon,Iran,19057.0,21.75
Lebanon,Italy,3590.32080078125,3.21
Lebanon,Kenya,2074266.25,2798.76
Lebanon,Netherlands,98.790901184082,0.150000005960464
Lebanon,Qatar,8605.83532714844,7.628
Lebanon,Senegal,3880.19921875,6.54
Lebanon,Singapore,479.539642333984,0.448047821190208
Lebanon,South Africa,45.8421249389648,0.0907300033569336
Lebanon,Spain,13149.43971824646,13.177
Lebanon,Sweden,645.0644874572756,1.0320000015199184
Lebanon,Turkey,10418564.20267272,20141.5775346587
Lesotho,South Africa,210953.1612787248,261.04365200109754
Liberia,Canada,120.955551147461,0.0968642632044002
Liberia,Côte d'Ivoire,535.905639648438,0.7
Liberia,Ghana,843605.475118637,583.7755371679659
Liberia,Netherlands,35.3549995422363,0.135000005364418
Liberia,Turkey,91235.515625,72.0
Libya,Austria,4870.47998046875,10.3000001907349
Libya,Belgium,11125107.5,26723.04296875
Libya,China (mainland),7121257.0,25064.299
Libya,Croatia,1267651.56640625,2999.9999771118164
Libya,Egypt,184089887.45703125,287772.0019176478
Libya,France,32773667.75,95450.009765625
Libya,Germany,39761124.1875,132753.70178222656
Libya,Greece,17582953.28125,42913.595703125
Libya,Italy,307162775.1455078,846392.6140000001
Libya,Malta,1.07770001888275,0.0010000000474974
Libya,Morocco,96488921.48486328,250984.448
Libya,Netherlands,18971754.0,45595.470703125
Libya,Portugal,12391810.75,35882.30859375
Libya,South Korea,168940.0,444.58
Libya,Spain,66417424.28564453,183179.47400000002
Libya,Turkey,279624603.69864106,779372.7331891796
Liechtenstein,Austria,274874.46250724787,280.73280609505986
Liechtenstein,Belgium,12139.361328125,14.6199998855591
Liechtenstein,France,159111.234375,194.2409973144531
Liechtenstein,Germany,1168904.3942871096,917.1003255262436
Liechtenstein,Hungary,1003.710174560547,0.675000011920929
Liechtenstein,Indonesia,674486.0,390.251
Liechtenstein,Italy,53059.78442382813,82.21799999999999
Liechtenstein,Mexico,218.0,0.3
Liechtenstein,Philippines,300.0,0.145789993286133
Lithuania,Australia,52353.0634765625,104.5389995574951
Lithuania,Austria,396274.21875,729.200012207032
Lithuania,Azerbaijan,2438.386749267583,2.229000002145767
Lithuania,Belarus,12553567.389207482,9264.397092139377
Lithuania,Belgium,44770.7744140625,24.80999946594234
Lithuania,British Virgin Islands,2766.51147460938,1.25600004196167
Lithuania,Canada,65339.98828125,37.8129997253418
Lithuania,Chile,246.067993164063,0.483000010251999
Lithuania,China (mainland),74746.64416503909,97.37140087407887
Lithuania,Croatia,101288.5703125,44.5279998779297
Lithuania,Czech Republic,7759643.087768554,11109.024073243141
Lithuania,Denmark,1950243.5149650574,1577.3428866636389
Lithuania,Estonia,3010559.5577373505,1803.5339491393859
Lithuania,Faroe Islands,35849.67169189453,23.992999413516394
Lithuania,Finland,7287626.54878998,5143.506886009465
Lithuania,France,156305.7377929688,80.9399999231101
Lithuania,Georgia,6063.04052734375,5.28999999165535
Lithuania,Germany,38483953.77960205,92494.71282957905
Lithuania,Iceland,20765.345581054688,16.712
Lithuania,India,82831.2890625,123.8850021362307
Lithuania,Ireland,48241.11193847656,36.370999999999995
Lithuania,Israel,66922.94872498512,28.873000290011994
Lithuania,Italy,401548.9665446286,227.087010414354
Lithuania,Kazakhstan,3201.710021972657,2.7349119894206533
Lithuania,Kyrgyzstan,30682.119140625,15.9669997692108
Lithuania,Latvia,14237735.488133196,10095.425310688735
Lithuania,Lebanon,26.3229999542236,0.0194093592585266
Lithuania,Luxembourg,21486.01425933838,25.57999923638995
Lithuania,Marshall Islands,1439.50732421875,0.814999997615814
Lithuania,Moldova,21172.3203125,67.5999984741211
Lithuania,Namibia,7485.2731170654315,5.014000091701745
Lithuania,Netherlands,7573816.570940321,5225.912115856056
Lithuania,New Zealand,8443.90405273438,6.207
Lithuania,Norway,202177.42094421393,127.67130650702943
Lithuania,Panama,4827.929489135742,2.4092600776844235
Lithuania,Poland,7528100.329500199,8857.805804604312
Lithuania,Portugal,2024230.4649658203,4814.7882343530655
Lithuania,Romania,407774.2759742737,546.2002901333822
Lithuania,Russia,3798559.805733204,2907.060420026319
Lithuania,Serbia,720.470397949219,0.437000006437302
Lithuania,Slovakia,1632281.6966552734,2007.3729765932064
Lithuania,Slovenia,9.47469985485077,0.0093168705723795
Lithuania,South Africa,79.6600036621094,0.0900000035762787
Lithuania,Spain,38982.49591064453,19.016
Lithuania,Sweden,5493332.824569706,9325.422513294077
Lithuania,Taiwan,39994.91796875,53.0
Lithuania,Tajikistan,22943.4708557129,14.305999964475628
Lithuania,Tanzania,186.960006713867,0.150000005960464
Lithuania,Turkey,16694134.19302249,30917.93
Lithuania,Ukraine,574585.2989835741,414.01200154330627
Lithuania,United Kingdom,13135779.416503906,9303.357
Lithuania,Uzbekistan,69523.7629146576,32.765000361949184
Luxembourg,Angola,40.4668006896973,0.0199999995529652
Luxembourg,Argentina,14915188.56187439,12647.797343653527
Luxembourg,Australia,13404177.6171875,15209.068996429447
Luxembourg,Austria,148219687.6097826,126378.38799974848
Luxembourg,Bahrain,1234849.203125,568.488006591797
Luxembourg,Bangladesh,12820.5078125,13.3120002746582
Luxembourg,Belarus,259539.3511352539,265.0390024855734
Luxembourg,Belgium,100901554.21773769,107116.07411145861
Luxembourg,Bosnia and Herzegovina,68506.78369140625,77.27200174331661
Luxembourg,Brazil,124463.5546875,84.6849975585938
Luxembourg,Bulgaria,41791.138427734346,38.35700082778932
Luxembourg,Cameroon,3266840.6684570312,3330.8420000076267
Luxembourg,Canada,7619422.3692855835,8106.204019317402
Luxembourg,Chile,168094.06088256842,248.1950043486431
Luxembourg,China (mainland),2133652.095186235,2635.845184143634
Luxembourg,Czech Republic,30843090.61817265,36295.580030967234
Luxembourg,Denmark,4047312.04421997,4765.946451057533
Luxembourg,Ecuador,5435.63525390625,7.6100001335144
Luxembourg,Egypt,1842861.17578125,1502.0770158767705
Luxembourg,Estonia,3712684.167907715,4472.613015830516
Luxembourg,Finland,16307525.22241497,13124.559798789891
Luxembourg,France,348820253.3774173,396223.55479278206
Luxembourg,Germany,1337519164.3530881,1431862.772686797
Luxembourg,Greece,2693953.688903809,3077.0670193480328
Luxembourg,Hungary,1527213.6730175025,970.8773512193593
Luxembourg,Iceland,13750668.770858765,11507.779043610208
Luxembourg,India,10456.0029296875,10.8039999008179
Luxembourg,Indonesia,609955.46875,616.957000732422
Luxembourg,Ireland,340291.3439941407,320.542
Luxembourg,Israel,7009011.795711517,8776.688432652134
Luxembourg,Italy,313622731.61512375,429135.68932268216
Luxembourg,Japan,13019.89916992188,7.890000179409981
Luxembourg,Kuwait,7105909.7158203125,9887.157913208011
Luxembourg,Latvia,44164.13671875,50.4959983825684
Luxembourg,Lebanon,60480.37463378906,75.95899915695188
Luxembourg,Liechtenstein,199931.865234375,241.7860021591187
Luxembourg,Lithuania,1296741.2928466797,1607.2400147914896
Luxembourg,Mexico,23.4459991455078,0.0189999993890524
Luxembourg,Montenegro,654977.388671875,800.329996109008
Luxembourg,Morocco,47.6955986022949,0.025000000372529
Luxembourg,Netherlands,20244856.397045147,26144.1057887947
Luxembourg,New Zealand,487496.4350585937,604.2330107688904
Luxembourg,Norway,24400503.911989216,17286.560135499334
Luxembourg,Oman,509451.921875,855.6819992065425
Luxembourg,Pakistan,3158.988769531256,11.04000020027161
Luxembourg,Poland,51586257.58639146,62119.23488599156
Luxembourg,Portugal,23628177.382472992,31638.380748479573
Luxembourg,Qatar,5308671.6892700195,2971.7010547518694
Luxembourg,Romania,2545597.072883606,2224.559520467348
Luxembourg,Russia,112811.0502319336,86.28867491147105
Luxembourg,Saudi Arabia,13034139.82698059,8765.245938966056
Luxembourg,Serbia,150861.67578125,183.00600242614752
Luxembourg,Singapore,1005190.27734375,1172.2320289611812
Luxembourg,Slovakia,8673090.164018633,10470.419950737778
Luxembourg,Slovenia,78271.38903808594,79.64288161741695
Luxembourg,South Africa,723266.443717957,871.2797108185687
Luxembourg,South Korea,4.94950008392334,0.003000000026077
Luxembourg,Spain,125039642.33515172,125867.8613525104
Luxembourg,Sweden,3390393.9781303415,3308.2910013465453
Luxembourg,Switzerland,8840735.527818684,8204.72069252205
Luxembourg,Trinidad and Tobago,23069.35546875,24.6949996948242
Luxembourg,Tunisia,347140.890625,410.92999267578097
Luxembourg,Turkey,3193185.147125244,3411.3910286184455
Luxembourg,United Arab Emirates,8985877.861652369,11433.348285191372
Luxembourg,United Kingdom,97760401.22669223,108837.9554978162
Luxembourg,United States,10475021.0,10050.80817969545
Macao,France,37274.18359375,24.2999992370605
Macao,Hong Kong SAR,24287.423828125,26.14
Macao,Morocco,136.066635131836,0.133
Macao,Taiwan,129.836395263672,0.0793404499786801
Macedonia,Austria,13847835.360101461,10827.478449866456
Macedonia,Belgium,9354136.08984375,7474.6861019134585
Macedonia,Brazil,30395.0,24.695
Macedonia,Bulgaria,62252727.03086854,65967.80215322408
Macedonia,Canada,8135.435526847839,5.191999999999999
Macedonia,Croatia,34288090.43019105,34976.584902398296
Macedonia,Czech Republic,9166231.926622033,7840.792966902417
Macedonia,Denmark,33608.2490234375,48.4799995422363
Macedonia,France,3030700.269687176,4141.204949624952
Macedonia,Germany,12182153.639160156,11166.31340143853
Macedonia,Greece,36341780.79388428,40703.24506884814
Macedonia,Hungary,1117202.062210083,1014.8789141689151
Macedonia,Israel,52000.0,53.8931447884946
Macedonia,Italy,131099907.86352542,106467.788
Macedonia,Japan,125927.71875,105.155
Macedonia,Latvia,584255.78125,375.27999496460006
Macedonia,Luxembourg,22755.445434570312,52.64499986171724
Macedonia,Montenegro,1880509.2451343539,2044.660439956665
Macedonia,Morocco,25217.466796875,23.848
Macedonia,Netherlands,1457021.6606445312,1060.1090068817139
Macedonia,Poland,4358264.398193359,3926.680004119872
Macedonia,Portugal,99798.56469726562,124.0
Macedonia,Romania,25360572.16381836,21084.81292663515
Macedonia,Russia,2069079.2841796875,2649.21
Macedonia,Serbia,27211868.858741764,31746.001283011934
Macedonia,Slovakia,1924118.7923431396,1566.2509658820934
Macedonia,Slovenia,16478514.250810623,14484.299196390817
Macedonia,Spain,731889.955078125,1391.713
Macedonia,Sweden,56444.921875,63.1059989929199
Macedonia,Switzerland,697240.0248413086,530.2239599999785
Macedonia,Taiwan,13900.5537109375,24.0
Macedonia,Turkey,10969516.188995369,10519.405
Macedonia,Ukraine,28409669.94570924,16283.020999999999
Macedonia,United Kingdom,28992.384765625,20.834
Macedonia,United States,141203.0,152.432
Malawi,Kenya,69973.921875,99.0
Malawi,South Africa,7077.726451396948,6.249552976732439
Malaysia,Afghanistan,96502.9609375,108.0
Malaysia,Algeria,2239436.296875,2125.2974999999997
Malaysia,Andorra,72379.515625,49.281
Malaysia,Angola,586050.5378417969,675.08480078125
Malaysia,Argentina,128821.73034667969,105.21000000000001
Malaysia,Australia,157951774.46777353,133302.55718316138
Malaysia,Austria,7576971.531051637,6250.651581721069
Malaysia,Bahrain,6127195.224609375,6384.0261875
Malaysia,Bangladesh,178986267.25628883,314522.61883094226
Malaysia,Belgium,42190846.79467774,30240.905978262424
Malaysia,Benin,51225.12890625,54.0
Malaysia,Bolivia,35959.0,21.415
Malaysia,Brazil,3152709.0,2202.426820471535
Malaysia,Brunei Darussalam,614568.202697754,443.0034692497214
Malaysia,Bulgaria,1668645.125,1121.5400066375735
Malaysia,Cambodia,4242993.319091797,4144.867138183594
Malaysia,Canada,24609299.137451176,21544.75307622007
Malaysia,Chile,6186279.585937501,4522.670671875
Malaysia,China (mainland),2236407614.3088856,4598304.086800386
Malaysia,Colombia,1757505.6774902344,960.6140292968751
Malaysia,Congo,58331.0859375,36.152
Malaysia,"Congo, D.R.",9182.4560546875,15.4
Malaysia,Costa Rica,309796.47119140625,176.16672314453126
Malaysia,Czech Republic,166193.5107421875,99.4039993286134
Malaysia,Côte d'Ivoire,22259.97338867188,17.445
Malaysia,Denmark,101110.9609375,44.939998626709
Malaysia,Djibouti,1155275.984375,1351.572
Malaysia,Dominican Republic,9342.90844726563,4.78
Malaysia,Ecuador,412150.9912109375,306.0441458114097
Malaysia,Egypt,3710729.7864990234,2625.7838911228228
Malaysia,El Salvador,168986.5703125,122.088
Malaysia,Fiji,148233.203125,396.88
Malaysia,Finland,12674831.083984375,9177.071882247932
Malaysia,France,120701437.5018425,90038.59420151095
Malaysia,Gabon,115421.13110351564,103.105462996831
Malaysia,Germany,290210006.8388672,231948.19090892997
Malaysia,Ghana,3969690.84375,2362.141
Malaysia,Greece,1431619.8349609375,990.1879997253418
Malaysia,Guyana,1142.55688476563,1.333
Malaysia,Hong Kong SAR,49699379.79556547,91733.98439607982
Malaysia,Hungary,68101.25,64.1699981689453
Malaysia,India,1153391479.7293613,1218844.6355723443
Malaysia,Indonesia,1978180439.4279785,3145604.4531080937
