Export_country,Import_country,Nominal Value (SUM),Tons (SUM),Nominal Value (SUM)_export,Tons (SUM)_export,Nominal Value (SUM)_import,Tons (SUM)_import,Nominal Value (SUM)_product,Tons (SUM)_product
Taiwan,United Kingdom,222119335.00576788,184698.89641806754,30519048208.533085,37260265.82222641,14216521519.3457,15103076.82513566,4.338747056065594e+20,562744657238062.0
Taiwan,United States,1418918163.0,1226762.2599028368,30519048208.533085,37260265.82222641,120595761242.0,180354448.0683238,3.680467851089344e+21,6720054677246673.0
Taiwan,Vietnam,1462393746.9864583,2097857.2323091915,30519048208.533085,37260265.82222641,32798944594.642277,47520626.184310265,1.0009925712728933e+21,1770631163666053.2
Ukraine,Austria,120261645.59636308,134171.77247804048,56285873423.93822,114474448.75268944,15364702118.217093,15875548.654514426,8.648156786224827e+20,1817344680872039.5
Ukraine,Belgium,94420655.87207033,147244.70594358444,56285873423.93822,114474448.75268944,32479866310.468662,47476506.68932843,1.8281576439774744e+21,5434846931964245.0
Ukraine,Brazil,113845286.0,197937.2134656848,56285873423.93822,114474448.75268944,8298699654.963992,9379886.163980313,4.67099558362583e+20,1073757297984625.0
Ukraine,Canada,100966578.29933548,190800.302,56285873423.93822,114474448.75268944,21831402497.170246,21647464.564676967,1.228799557622773e+21,2478081572934774.0
Ukraine,China (mainland),694834503.2979507,1859107.5022025902,56285873423.93822,114474448.75268944,77759127639.26492,106341819.28649531,4.376740415859521e+21,1.2173421142179668e+16
Ukraine,France,201949367.6673737,331534.14990464883,56285873423.93822,114474448.75268944,51544634493.05953,55433892.192151785,2.9012347727595087e+21,6345764250912591.0
Ukraine,Germany,893426366.3857425,974267.2649827418,56285873423.93822,114474448.75268944,82866679359.00713,85265665.52379914,4.6642234254631486e+21,9760740058368102.0
Ukraine,India,170419693.91349134,355556.61013557063,56285873423.93822,114474448.75268944,31245526612.397964,36080361.29465354,1.758681755969725e+21,4130279470003336.5
Ukraine,Indonesia,865918144.998047,1946063.447,56285873423.93822,114474448.75268944,38517934065.54635,59878521.730703816,2.1680155613649397e+21,6854560767248255.0
Ukraine,Iran,5369648.907104492,7027.638,56285873423.93822,114474448.75268944,7489451633.987148,10946534.846878693,4.215503266853079e+20,1253098542348544.0
Ukraine,Italy,11762150950.627203,24361205.38844447,56285873423.93822,114474448.75268944,85028215439.92317,115714020.75218743,4.785887371714865e+21,1.3246298738563922e+16
Ukraine,Japan,62553462.81933594,61834.614,56285873423.93822,114474448.75268944,29543652475.693275,33028302.14139705,1.6628902837276907e+21,3780896680873699.5
Ukraine,Malaysia,112862419.78311165,215959.667,56285873423.93822,114474448.75268944,16986894723.92083,19522853.46143032,9.561222062963718e+20,2234867888076770.5
Ukraine,Mexico,441759767.27453244,1086507.7216999999,56285873423.93822,114474448.75268944,55197296936.53189,71488192.66756846,3.1068280687131665e+21,8183571447945954.0
Ukraine,Netherlands,581379005.7449496,676166.709785395,56285873423.93822,114474448.75268944,23450192436.10187,25548302.043229587,1.3199145632254234e+21,2924627792965916.0
Ukraine,Russia,1694458231.4059572,3030769.4720504894,56285873423.93822,114474448.75268944,7505180857.672238,8804172.188609717,4.224356597787037e+20,1007852758014856.8
Ukraine,Slovakia,162874356.78162628,210531.50187426805,56285873423.93822,114474448.75268944,6649030435.855892,6467076.028096452,3.742464855044975e+20,740314963358073.6
Ukraine,South Africa,15525780.25,30773.911,56285873423.93822,114474448.75268944,3491987766.0907483,3966841.6543924217,1.9654958140012462e+20,454102011675779.06
Ukraine,South Korea,266630045.0,366618.8744284288,56285873423.93822,114474448.75268944,45189048533.220924,62036767.390945196,2.543505065889074e+21,7101624749477271.0
Ukraine,Spain,521669080.2432748,841425.1218397653,56285873423.93822,114474448.75268944,30411831383.82331,41310141.89855985,1.7117564918600308e+21,4728955721733019.0
Ukraine,Sweden,1347482.9190268517,1483.3933525083808,56285873423.93822,114474448.75268944,8710318987.062227,7368504.891323383,4.902679119879103e+20,843505535565740.0
Ukraine,Taiwan,141304250.25444034,181392.10536707236,56285873423.93822,114474448.75268944,52669875859.60428,75539050.02115303,2.9645699658882257e+21,8647291110473327.0
Ukraine,United Kingdom,1174203235.2633061,2197787.2473997297,56285873423.93822,114474448.75268944,14216521519.3457,15103076.82513566,8.001893307665859e+20,1728916394026923.5
Ukraine,United States,4788903277.0,11655635.659826947,56285873423.93822,114474448.75268944,120595761242.0,180354448.0683238,6.787837752730686e+21,2.064597602271692e+16
Ukraine,Vietnam,267029.2602539062,366.5121759439093,56285873423.93822,114474448.75268944,32798944594.642277,47520626.184310265,1.8461172438927978e+21,5439897486831537.0
United Kingdom,Austria,90955631.93949234,90911.22609507001,15378614773.743725,19071449.41843603,15364702118.217093,15875548.654514426,2.362878349893849e+20,302769723154492.06
United Kingdom,Belgium,222764355.87617016,323014.11046036874,15378614773.743725,19071449.41843603,32479866310.468662,47476506.68932843,4.994953518913944e+20,905445795889567.1
United Kingdom,Brazil,17909579.90777584,29008.359004140962,15378614773.743725,19071449.41843603,8298699654.963992,9379886.163980313,1.276225051166912e+20,178888024527038.5
United Kingdom,Canada,123443701.42832948,76062.87178931572,15378614773.743725,19071449.41843603,21831402497.170246,21647464.564676967,3.35736728974528e+20,412848525482623.1
United Kingdom,China (mainland),122852477.79565436,67004.35712638003,15378614773.743725,19071449.41843603,77759127639.26492,106341819.28649531,1.1958276691066235e+21,2028092627586860.8
United Kingdom,France,2383458742.263182,3651811.3111614683,15378614773.743725,19071449.41843603,51544634493.05953,55433892.192151785,7.926850775221857e+20,1057204671009658.9
United Kingdom,Germany,1437757619.889205,1140307.7627886583,15378614773.743725,19071449.41843603,82866679359.00713,85265665.52379914,1.274374739441511e+21,1626139827166420.2
United Kingdom,India,103970163.87677,57314.29166127697,15378614773.743725,19071449.41843603,31245526612.397964,36080361.29465354,4.8051291717482604e+20,688104785429882.2
United Kingdom,Indonesia,542820.0216064464,300.68274182517,15378614773.743725,19071449.41843603,38517934065.54635,59878521.730703816,5.923524698744978e+20,1141970198437840.5
United Kingdom,Iran,370842.92578125,215.0545426104643,15378614773.743725,19071449.41843603,7489451633.987148,10946534.846878693,1.1517739154567384e+20,208766285639394.4
United Kingdom,Italy,602579847.1090752,569422.0348385327,15378614773.743725,19071449.41843603,85028215439.92317,115714020.75218743,1.3076161701494669e+21,2206834093779200.0
United Kingdom,Japan,8451973.466308594,4311.1864081005415,15378614773.743725,19071449.41843603,29543652475.693275,33028302.14139705,4.54340450433047e+20,629897593666476.4
United Kingdom,Malaysia,27201237.843872078,14092.305635968865,15378614773.743725,19071449.41843603,16986894723.92083,19522853.46143032,2.612349101613182e+20,372329112293207.1
United Kingdom,Mexico,79056498.25292972,74708.88104318651,15378614773.743725,19071449.41843603,55197296936.53189,71488192.66756846,8.488579661388686e+20,1363383450474941.5
United Kingdom,Netherlands,1114666475.6114008,1388399.4361496202,15378614773.743725,19071449.41843603,23450192436.10187,25548302.043229587,3.606314758449696e+20,487243150144379.0
United Kingdom,Russia,6446192.2564697275,3762.0205407025564,15378614773.743725,19071449.41843603,7505180857.672238,8804172.188609717,1.1541928521741689e+20,167908324566271.47
United Kingdom,Slovakia,18462528.57923793,10289.293552845576,15378614773.743725,19071449.41843603,6649030435.855892,6467076.028096452,1.022528776919251e+20,123336513355021.69
United Kingdom,South Africa,55081614.41479492,42768.178903967826,15378614773.743725,19071449.41843603,3491987766.0907483,3966841.6543924217,5.370193464933553e+19,75653419962690.17
United Kingdom,South Korea,72064994.73577884,49533.880874670635,15378614773.743725,19071449.41843603,45189048533.220924,62036767.390945196,6.949449693844135e+20,1183131071379693.2
United Kingdom,Spain,1082267444.479452,995894.4883657483,15378614773.743725,19071449.41843603,30411831383.82331,41310141.89855985,4.6769183941586826e+20,787844281686799.2
United Kingdom,Sweden,1647547406.2339306,859012.1056938702,15378614773.743725,19071449.41843603,8710318987.062227,7368504.891323383,1.3395264025845565e+20,140528068324372.39
United Kingdom,Taiwan,19364021.4543457,9654.649387722402,15378614773.743725,19071449.41843603,52669875859.60428,75539050.02115303,8.099897310257583e+20,1440639171595129.2
United Kingdom,Ukraine,348021.6596679688,236.326,15378614773.743725,19071449.41843603,2669614115.0918794,2993415.9970440585,4.1054967070546756e+19,57088781775963.02
United Kingdom,United States,968412087.0,1007502.1799872788,15378614773.743725,19071449.41843603,120595761242.0,180354448.0683238,1.854595755487092e+21,3439620733724985.5
United Kingdom,Vietnam,4123035.5415039062,3729.3693098225913,15378614773.743725,19071449.41843603,32798944594.642277,47520626.184310265,5.044023339063676e+20,906287218606480.1
United States,Austria,409796543.0,1028152.532,36843845491.0,36596235.65541105,15364702118.217093,15875548.654514426,5.66094710858831e+20,580985319719553.8
United States,Belgium,280190298.0,198468.88065221644,36843845491.0,36596235.65541105,32479866310.468662,47476506.68932843,1.1966831759112436e+21,1737461426898362.5
United States,Brazil,56198620.0,60142.070999999996,36843845491.0,36596235.65541105,8298699654.963992,9379886.163980313,3.0575600786370835e+20,343268524477953.1
United States,Canada,14915778836.0,12699837.196770476,36843845491.0,36596235.65541105,21831402497.170246,21647464.564676967,8.043528204575721e+20,792215714551078.5
United States,China (mainland),349320142.0,748966.1967665137,36843845491.0,36596235.65541105,77759127639.26492,106341819.28649531,2.864945284256024e+21,3891710278633718.0
United States,France,94935431.0,189709.6787331017,36843845491.0,36596235.65541105,51544634493.05953,55433892.192151785,1.8991025491523545e+21,2028671781960637.2
United States,Germany,248208259.0,150779.55540204232,36843845491.0,36596235.65541105,82866679359.00713,85265665.52379914,3.0531271306554974e+21,3120402388824410.5
United States,India,456913258.0,433110.27645379544,36843845491.0,36596235.65541105,31245526612.397964,36080361.29465354,1.1512053547921193e+21,1320405404471512.8
United States,Indonesia,11259507.0,12467.851012052282,36843845491.0,36596235.65541105,38517934065.54635,59878521.730703816,1.419148811343515e+21,2191328491954488.2
United States,Italy,341453753.0,247605.9343750141,36843845491.0,36596235.65541105,85028215439.92317,115714020.75218743,3.13276643204399e+21,4234697572082176.0
United States,Japan,66092048.0,36694.10457029136,36843845491.0,36596235.65541105,29543652475.693275,33028302.14139705,1.0885017670542426e+21,1208711528464684.0
United States,Malaysia,58958804.0,31607.386000000002,36843845491.0,36596235.65541105,16986894723.92083,19522853.46143032,6.258625245800222e+20,714462945940561.2
United States,Mexico,16983690878.0,17032919.932803143,36843845491.0,36596235.65541105,55197296936.53189,71488192.66756846,2.0336806798504286e+21,2616198745441763.5
United States,Netherlands,125518907.0,171274.22041263065,36843845491.0,36596235.65541105,23450192436.10187,25548302.043229587,8.639952668499542e+20,934971682169649.6
United States,Russia,11858333.0,7364.1829218206385,36843845491.0,36596235.65541105,7505180857.672238,8804172.188609717,2.765197239020868e+20,322199560165177.25
United States,Slovakia,22311231.0,12753.511488072929,36843845491.0,36596235.65541105,6649030435.855892,6467076.028096452,2.4497585004363088e+20,236670638325677.47
United States,South Africa,10451067.0,8358.978000000001,36843845491.0,36596235.65541105,3491987766.0907483,3966841.6543924217,1.2865825771030979e+20,145171471991845.7
United States,South Korea,325874481.0,203420.91109544778,36843845491.0,36596235.65541105,45189048533.220924,62036767.390945196,1.6649383220432918e+21,2270312158738950.0
United States,Spain,242898769.0,485915.19694012386,36843845491.0,36596235.65541105,30411831383.82331,41310141.89855985,1.1204888166039308e+21,1511795687878166.0
United States,Sweden,23475971.0,14314.085168416615,36843845491.0,36596235.65541105,8710318987.062227,7368504.891323383,3.209216469366443e+20,269659541430919.5
United States,Taiwan,128426886.0,73700.15858565517,36843845491.0,36596235.65541105,52669875859.60428,75539050.02115303,1.9405607682014107e+21,2764444875759999.5
United States,Ukraine,2290100.0,1960.9869999999999,36843845491.0,36596235.65541105,2669614115.0918794,2993415.9970440585,9.83588499770379e+19,109547757242501.6
United States,United Kingdom,52741694.0,144153.3812267955,36843845491.0,36596235.65541105,14216521519.3457,15103076.82513566,5.237913222782495e+20,552715758614441.94
United States,Vietnam,101615820.0,170427.62280404012,36843845491.0,36596235.65541105,32798944594.642277,47520626.184310265,1.2084392469128696e+21,1739076034333715.2
Vietnam,Austria,631996.543432951,504.4723555827418,14475252560.560497,21741872.752095543,15364702118.217093,15875548.654514426,2.2240794367897125e+20,345164158716154.25
Vietnam,Belgium,413556269.26097775,549392.1457585002,14475252560.560497,21741872.752095543,32479866310.468662,47476506.68932843,4.7015426797727416e+20,1032228167153391.6
Vietnam,Brazil,260126381.0,365337.529,14475252560.560497,21741872.752095543,8298699654.963992,9379886.163980313,1.2012577342984004e+20,203936291406401.53
Vietnam,Canada,35091605.89120912,32157.34108752605,14475252560.560497,21741872.752095543,21831402497.170246,21647464.564676967,3.160150648977904e+20,470656419970703.94
Vietnam,China (mainland),3294623964.0,6358936.750349633,14475252560.560497,21741872.752095543,77759127639.26492,106341819.28649531,1.1255830114672201e+21,2312070303153320.5
Vietnam,France,26016791.24695659,23747.097830946368,14475252560.560497,21741872.752095543,51544634493.05953,55433892.192151785,7.461216024288149e+20,1205236630195146.8
Vietnam,Germany,55132886.074646,52687.11334106315,14475252560.560497,21741872.752095543,82866679359.00713,85265665.52379914,1.1995161125766137e+21,1853835249941180.8
Vietnam,India,172483626.47311023,178255.33693023713,14475252560.560497,21741872.752095543,31245526612.397964,36080361.29465354,4.522868891021748e+20,784454624117990.5
Vietnam,Indonesia,1993193228.0,2663065.267284277,14475252560.560497,21741872.752095543,38517934065.54635,59878521.730703816,5.575568237098002e+20,1301871200052550.2
Vietnam,Iran,2117065.400390625,1364.002,14475252560.560497,21741872.752095543,7489451633.987148,10946534.846878693,1.0841170394206647e+20,237998167717216.2
Vietnam,Italy,408204830.0566407,495091.6457427927,14475252560.560497,21741872.752095543,85028215439.92317,115714020.75218743,1.2308048932666375e+21,2515839514827402.0
Vietnam,Japan,758674022.3208008,691236.8015641482,14475252560.560497,21741872.752095543,29543652475.693275,33028302.14139705,4.276518311470886e+20,718097142376019.4
Vietnam,Malaysia,1134342710.3698452,1608454.3934617753,14475252560.560497,21741872.752095543,16986894723.92083,19522853.46143032,2.4588959134840658e+20,424463395716226.0
Vietnam,Mexico,467207129.0,470826.4448690739,14475252560.560497,21741872.752095543,55197296936.53189,71488192.66756846,7.989948138165514e+20,1554287188255563.0
Vietnam,Netherlands,25855188.024864197,16380.462712443143,14475252560.560497,21741872.752095543,23450192436.10187,25548302.043229587,3.3944745810632e+20,555467932056000.25
Vietnam,Russia,9886639.119628906,8107.905,14475252560.560497,21741872.752095543,7505180857.672238,8804172.188609717,1.0863938842748969e+20,191419191412291.0
Vietnam,Slovakia,78023.55342817307,71.9289994965075,14475252560.560497,21741872.752095543,6649030435.855892,6467076.028096452,9.624639484186768e+19,140606344081000.53
Vietnam,South Africa,10648225.812953949,12568.985630523506,14475252560.560497,21741872.752095543,3491987766.0907483,3966841.6543924217,5.054740485255103e+19,86246566477512.2
Vietnam,South Korea,651038118.0,803431.7903669522,14475252560.560497,21741872.752095543,45189048533.220924,62036767.390945196,6.541228904897987e+20,1348795502565280.8
Vietnam,Spain,112736766.01718141,148172.842,14475252560.560497,21741872.752095543,30411831383.82331,41310141.89855985,4.4021894011002244e+20,898159848529498.9
Vietnam,Sweden,3340118.246208191,2971.526992745723,14475252560.560497,21741872.752095543,8710318987.062227,7368504.891323383,1.2608406722077123e+20,160205095720346.6
Vietnam,Taiwan,1056932908.2497448,1501662.528607245,14475252560.560497,21741872.752095543,52669875859.60428,75539050.02115303,7.624097554011403e+20,1642360413374089.2
Vietnam,Ukraine,1872881.3631229403,1409.5492200012206,14475252560.560497,21741872.752095543,2669614115.0918794,2993415.9970440585,3.864333855519217e+19,65082469701819.125
Vietnam,United Kingdom,100788119.39341739,117393.80440926038,14475252560.560497,21741872.752095543,14216521519.3457,15103076.82513566,2.0578773952517223e+20,328369174497222.6
Vietnam,United States,937943216.0,1395486.7102261798,14475252560.560497,21741872.752095543,120595761242.0,180354448.0683238,1.7456541017110028e+21,3921243460175919.5
