Export_country,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
China (mainland),0.08344466222236986,0.09180397463760136,0.09988815838045856,0.08838205638977757,0.0984084268207967,0.13219410545984836,0.14598202395157633,0.1649210764951098,0.15696896479027844,0.1369104453098554,0.1758977371263375,0.1779669352514513,0.165910211577385,0.1661809534288238,0.16851061593766448,0.15369303821003705,0.13619636282538944,0.12803867861293575,0.13105740081925027,0.10566891156879703,0.09636951430936903,0.1261108370960495,0.10871958210933937,0.10749529457211471,0.09765364988049835,0.10192790199352747,0.10227775007623016,0.09493373143628808,0.08731033682936704,0.11500294028914645,0.0766044778073169,0.09376088584247869,0.1136111879437784,0.12496735925482381,0.10555459456653403,0.09855221054164767,0.0934840938921546,0.1293206783874,0.15629459074335925,0.12278109469335306,0.12294894582353107,0.13168887243610586,0.14261665912984126,0.31050957822256003
Colombia,0.00042871590264931616,0.0005288534807771381,0.00022408517026264657,0.0004616385052374235,0.0003461305643856194,0.00031622248136617425,0.00021590332989715428,0.00023820360508243442,8.51352449614518e-05,4.0531331926417615e-05,6.209181897001431e-05,4.869122439163432e-05,9.802307050876725e-05,0.00010886255659146044,2.5585802665903005e-05,6.561186420937276e-05,0.0001308754132368026,4.963255847383809e-05,3.73581398082456e-05,7.190059380321092e-05,1.4139980346462422e-05,0.00010824081271300495,4.945644757213342e-05,2.5474734195877523e-05,1.3267546937779096e-05,1.5759836177584347e-05,4.6993025139548547e-05,4.285466610481873e-05,1.5082061007828965e-05,1.1186952846800737e-05,3.078344888718587e-05,1.5569100403840342e-05,2.278951265786778e-05,1.4302069323880606e-05,3.6605632276194806e-05,6.870952177943292e-05,6.573004653297353e-05,6.192480821727061e-05,7.872784787986614e-05,5.975107743506711e-05,2.9858565204553232e-05,3.381098118689618e-05,6.987564765664991e-05,
Congo,,,,,,,,,,,,,,6.636633367657953e-07,,,,,,,3.936616236450006e-07,5.993169572434406e-07,3.613468953222771e-06,1.621909386024369e-05,8.79192312404877e-06,,,,,,,,,,6.344383146189778e-11,,,,,,,,,
"Congo, D.R.",3.4094225284252573e-09,,6.748505345652875e-06,1.5739606218321314e-06,1.2232552151192263e-06,,,,,2.3950318459341953e-07,,,,,,,1.2422236604127621e-06,,,,,6.902065961038927e-09,,1.1369006983083364e-06,,,,,,,,,,,9.055755927891063e-07,,,,1.2831436923455394e-06,,,1.8371229868290525e-06,,
Costa Rica,0.00032341711840319333,0.0003954373370820259,0.00026876281712829425,0.00016718918349845286,0.0002744305781318247,0.00029018010885091143,0.00023445909039931852,0.00014020277006811138,0.00017703466556355684,0.0003016387999171655,0.00020485833492717357,0.00015967056690196365,0.00016096811263008082,0.00018426457682749181,0.00017107018585038852,0.00011090665744566044,0.00012793084369299842,0.00016955918312860045,0.0001430195778800827,0.00014744612435905734,0.0002436962033633584,0.0002858919644921045,0.00019643673042688326,0.00015988383872478815,0.0001712549529428569,0.00018497138091834055,0.00012313255261946565,0.0001438912994931341,0.00016277925206766505,0.0001406674876894152,0.0001776259301324445,0.00015570078964043433,0.00016139208614744142,0.0001405039937483899,0.00014447026825872123,9.58602055165982e-05,0.00012444946990269266,9.592037767222019e-05,9.933912358232529e-05,0.00011592415015691058,0.0001742539425858984,0.00014834670696175307,0.00016411596788313158,
Croatia,6.763190061997106e-05,0.0006005038501451348,0.0003444837031542204,0.0005172878690070972,0.0005926595885559981,0.0008908416057874115,0.0006605430297897968,0.0005791833679467123,0.0006414575179278121,0.0009751550477212381,0.0006178233386068204,0.00046871639968874856,5.8146244964971026e-05,0.00014648768701208787,8.671414983892829e-05,0.00022965693068078476,0.00010187679910692866,0.0001341714917076948,0.00015341550394617345,0.00020436088754471776,0.00022222991277440508,0.0005327883283530513,0.00040208433162525697,0.0005842856082359319,0.001045174316088812,0.0006338530837261355,0.0006058939798302068,0.00036473462885820387,0.00022233987594711473,5.039659069937766e-05,7.199712786018366e-05,0.0003729879905155126,0.00039038515611143946,0.0008691103890205945,0.0008680478027622339,0.0007545241885373973,0.0010677232074482869,0.001162574439551197,0.00101332468736231,0.0008068827615635436,0.0015752925092478536,0.0011929856733427467,0.000743306757611743,
Curacao,,,,,3.491703701956239e-09,,,,,,,,,,,,,,1.2087066485564292e-09,,,,,,,,,,,,,,,,,,,6.754989356172431e-09,,,,,,
Cyprus,7.057346891771579e-05,7.868720667311024e-05,0.00010650315608904727,3.9240400706108394e-05,9.373702059975323e-05,2.8956683789392704e-05,7.896093538580327e-05,1.794247505989166e-05,1.685199122714913e-06,7.78227302646413e-05,1.2666963623853902e-05,4.3217936228655455e-06,8.592944251456611e-08,1.0834302993675588e-05,1.2840684597405988e-05,6.257723722228536e-05,3.702882707561395e-05,9.347959041494642e-05,3.444138234529897e-05,8.77280851680676e-05,5.615240393572057e-05,2.5246102527585284e-05,7.23625131828442e-05,1.3409457989496508e-05,1.412681775370884e-05,1.6170825793484093e-05,1.4203084983884092e-05,1.749239283085733e-05,4.633642949824332e-09,1.4431446408494033e-08,8.420806677595989e-06,1.94597721936744e-08,2.7456143375501587e-06,1.4634322839147744e-08,3.0626986777289588e-09,4.860352875345419e-07,4.327250367376911e-09,8.112099490781035e-08,1.21374271597962e-06,1.9910644210305467e-08,3.203252168157619e-07,3.795499956559547e-08,1.2621940190489832e-07,
Czech Republic,0.004888280418213334,0.004775841839418059,0.005561408817798693,0.004759726477174093,0.004773111750401518,0.0044546204329640035,0.004437336742579857,0.004418361547618371,0.004366009580413497,0.00465329451962167,0.004404937014953376,0.004977811216138926,0.005534587273474164,0.005442369013528915,0.004778670844907196,0.005423096619776479,0.004794473274155776,0.005016732182589612,0.005283409382149908,0.004669565351783526,0.006664318855262867,0.006013254718077507,0.00515450685140402,0.004719756625396595,0.0058778694132937855,0.0050364817798334086,0.005085687966422019,0.004931134087785688,0.005604390646245059,0.0052240457170845125,0.005570248204160176,0.005489643327885285,0.005638428035839463,0.005040110259486145,0.0038028224354839254,0.004424674588014802,0.0057206746070526185,0.00593187206741898,0.0046232269281594966,0.005037933770011063,0.006349637186172856,0.006217936438765865,0.00435883378454389,0.00013698483663338943
Côte d'Ivoire,0.0001177884822507004,2.5375583206306846e-05,2.9921256000580645e-05,1.4935441568936018e-05,1.4158775598479695e-07,1.1584562950759894e-06,4.933481861860786e-06,2.7318444919097553e-06,6.681131940544058e-06,1.0913259970074382e-05,4.7768076966910685e-06,8.522032332475893e-06,3.2217794541696116e-06,2.803468012538884e-05,2.661715931750179e-05,1.1321517159816699e-05,1.2406637096018246e-05,5.610980491408479e-06,2.7617195376476936e-05,8.90738232623573e-06,1.7031817016649607e-05,1.2659439757350924e-05,5.619641311006468e-06,1.6881318927428022e-06,,,5.9293086722939015e-08,2.1880094797759934e-05,8.104209312487564e-07,3.0080695865149414e-06,,1.1816038026479091e-07,1.935624330131117e-05,1.5705430059147005e-05,1.84847087628676e-07,,7.283937641893492e-07,5.287405328444776e-11,8.037894437898921e-10,,,1.773499189265459e-06,1.7363389586436132e-06,
