Export_country,Import_country,Year,Quarter,Month,Nominal Value (SUM),Tons (SUM),Price,Period
Czech Republic,Brazil,2022,4,10,51867.0,28.0750290593805,1847.4424332846795,40
Czech Republic,Brazil,2023,1,6,110902.0,58.238611245277,5698.984318308526,41
Czech Republic,Brazil,2023,3,9,13808.0,9.0,1534.2222222222222,43
Czech Republic,Brazil,2023,4,10,14618.0,10.0,1461.8,44
Czech Republic,Canada,2013,1,3,83725.8173847199,114.4895723084306,1467.1602688982134,1
Czech Republic,Canada,2013,2,10,3733.5750122070312,5.1740000247955305,1591.288075496312,2
Czech Republic,Canada,2013,3,16,2734.192382812498,3.77499985694885,1384.371399627294,3
Czech Republic,Canada,2013,4,22,8832.03674316407,10.30499970912933,1772.6469914554348,4
Czech Republic,Canada,2014,1,3,4868.8388671875,4.99399995803833,974.9377068677442,5
Czech Republic,Canada,2014,2,6,677.031005859375,0.426999986171722,1585.5527582783122,6
Czech Republic,Canada,2014,3,7,1128.65222167969,2.00799989700317,562.077828472074,7
Czech Republic,Canada,2014,4,10,881.051513671875,1.13100004196167,779.002193619489,8
Czech Republic,Canada,2015,1,3,400.303009033203,1.32299995422363,302.5722017262737,9
Czech Republic,Canada,2015,2,4,288.947387695313,1.067999958992,270.54999886706685,10
Czech Republic,Canada,2015,4,10,990.3095703125,1.25100004673004,791.614335188114,12
Czech Republic,Canada,2016,3,16,104233.0933837891,125.42999978363514,2809.2857596954977,15
Czech Republic,Canada,2017,3,8,1.18130004405975,0.0010000000474974,1181.299987951072,19
Czech Republic,Canada,2017,4,10,671.210500717163,0.435000003897585,1543.0126315014716,20
Czech Republic,Canada,2022,2,4,28.0877990722656,0.0237770247682677,1181.299987951014,38
Czech Republic,China (mainland),2013,1,6,2377367.2580986023,1915.862549073451,3751.8747430725502,1
Czech Republic,China (mainland),2013,2,15,1753061.747329712,1353.259155716308,3902.337694828917,2
Czech Republic,China (mainland),2013,3,24,917361.5425682061,723.0405768120487,3778.118078005112,3
Czech Republic,China (mainland),2013,4,33,313509.4396433826,321.0033428560297,3054.976379622618,4
Czech Republic,China (mainland),2014,1,6,217024.6944313053,224.29826916104798,4052.3016842523616,5
Czech Republic,China (mainland),2014,2,15,332066.6488151548,286.16115861379706,3418.808925117397,6
Czech Republic,China (mainland),2014,3,24,190945.5129089356,156.1302175559379,3579.2380732957436,7
Czech Republic,China (mainland),2014,4,33,317274.0412693029,283.1789150743725,3533.6761399159695,8
Czech Republic,China (mainland),2015,1,5,695320.79649353,518.686872832541,2689.034692501566,9
Czech Republic,China (mainland),2015,2,15,776543.006469727,622.3216514636949,3638.647432477779,10
Czech Republic,China (mainland),2015,3,24,164342.8275527954,208.8460534180258,2426.699224295722,11
Czech Republic,China (mainland),2015,4,33,237946.1949462891,278.9647438382291,2717.0089736278364,12
Czech Republic,China (mainland),2016,1,4,101877.12158203131,78.6182135126744,2664.9912676967,13
Czech Republic,China (mainland),2016,2,9,30315.075988769502,19.35322992001959,3219.3082569450553,14
Czech Republic,China (mainland),2016,3,9,692426.534255981,341.521996736526,2027.472727591738,15
Czech Republic,China (mainland),2016,4,11,611225.442222595,312.376631587176,1956.6938766097112,16
Czech Republic,China (mainland),2017,1,3,20000.7229766846,13.2475771151844,1509.7646009367047,17
Czech Republic,China (mainland),2017,2,4,27162.1323127747,20.3029998054262,1337.838377238979,18
Czech Republic,China (mainland),2017,3,7,37923.3240242004,28.9575440617992,1309.6181065378698,19
Czech Republic,China (mainland),2017,4,12,373815.205841064,205.34049100321,1820.4651406780763,20
Czech Republic,China (mainland),2018,1,4,47361.7420160771,27.852472045544097,3370.6063855303646,21
Czech Republic,China (mainland),2018,2,4,135650.986068726,80.9983643703207,1674.7373496153093,22
Czech Republic,China (mainland),2019,1,3,14728.8543701172,10.3327428521007,1425.454458795783,25
Czech Republic,China (mainland),2019,2,5,51764.4875488281,59.4193803803913,871.1717829678117,26
Czech Republic,China (mainland),2019,3,24,74406.0478134155,83.92809497767779,3562.563413237648,27
Czech Republic,China (mainland),2019,4,11,183756.035415649,288.581838749347,636.7553696795648,28
Czech Republic,China (mainland),2020,1,1,7109.37890625,3.21299996972084,2212.6918684246657,29
Czech Republic,China (mainland),2020,2,11,29101.17962813381,24.77331133378624,3219.849816120198,30
Czech Republic,China (mainland),2020,3,8,18077.9155578613,11.7144722618105,1543.212118636859,31
Czech Republic,China (mainland),2020,4,23,73911.9983062744,41.1002480319967,3541.4102562982816,32
Czech Republic,China (mainland),2022,2,4,33494.7016830444,16.6336801057964,2013.667538993513,38
Czech Republic,China (mainland),2022,3,7,16073.57421875,8.26900038123131,1943.835225262928,39
Czech Republic,China (mainland),2022,4,11,37303.7391710281,25.7183095904272,1450.4739916854098,40
Czech Republic,China (mainland),2023,1,2,658275.736114502,308.153734623432,2136.192627744472,41
Czech Republic,China (mainland),2023,3,17,55982.62011432644,34.77075465696754,3760.4602776072957,43
Czech Republic,France,2013,1,6,5068964.12171459,4062.00001572583,3832.922967284728,1
Czech Republic,France,2013,2,15,7309311.85771322,6744.41968291216,3306.45892081867,2
Czech Republic,France,2013,3,24,8650182.60727883,7240.88741061946,3701.8776312114433,3
Czech Republic,France,2013,4,33,5510952.418046001,4159.399435379707,4195.470961839629,4
Czech Republic,France,2014,1,6,5481685.38598823,3728.28410205403,4391.543254355171,5
Czech Republic,France,2014,2,15,5891967.7869143495,4106.93420266822,4275.475974750512,6
Czech Republic,France,2014,3,24,6045123.02129364,3647.255122901804,4916.999054116559,7
Czech Republic,France,2014,4,33,5569362.52919388,4277.0084913213595,3840.473653564386,8
Czech Republic,France,2015,1,6,4758242.06661987,3361.133676098701,4429.4175039435395,9
Czech Republic,France,2015,2,15,2867794.350593564,2044.572306662004,4242.51190241967,10
Czech Republic,France,2015,3,24,2102408.890983582,1528.5540204195822,4086.882342984584,11
Czech Republic,France,2015,4,33,2738257.065963744,2172.585470442961,3785.2094546496837,12
Czech Republic,France,2016,1,6,3533518.67531204,3849.69550700038,2821.165649407458,13
Czech Republic,France,2016,2,15,2474079.265391353,3065.473237875638,2646.8952230561317,14
Czech Republic,France,2016,3,24,2041403.192435264,1903.766400027833,3408.7135454363815,15
Czech Republic,France,2016,4,33,4015903.22476268,4876.8206875470605,2591.518965268068,16
Czech Republic,France,2017,1,6,2159818.1889924994,2949.4170203852177,2313.7966591390177,17
Czech Republic,France,2017,2,15,2414255.335278512,2552.134983716049,3059.7996218419776,18
Czech Republic,France,2017,3,24,1634536.5718917851,1526.1157863927501,3312.280002215564,19
Czech Republic,France,2017,4,33,1809159.469396591,1499.830659304871,3689.77698188741,20
Czech Republic,France,2018,1,6,4517005.144227029,4061.962785270709,3324.7056366271518,21
Czech Republic,France,2018,2,15,2858649.7405490912,2172.116106099998,4456.5210668758245,22
Czech Republic,France,2018,3,24,3901159.700164796,3104.8577320507857,3680.6183877924623,23
Czech Republic,France,2018,4,33,5592936.48213626,4121.69481526254,4114.551301301747,24
Czech Republic,France,2019,1,6,3782925.1940135984,3311.788550099105,3414.530019027525,25
Czech Republic,France,2019,2,15,5390245.66191674,4003.80495469598,4088.4740101162943,26
Czech Republic,France,2019,3,24,3271922.364646915,2865.350598814921,3440.6641330375414,27
Czech Republic,France,2019,4,33,3481089.577743534,3759.12971818333,2750.604895553308,28
Czech Republic,France,2020,1,6,3531259.48000574,4377.83635604613,2416.3304243761995,29
Czech Republic,France,2020,2,15,1782347.3575878148,2008.0877401097919,2905.5834812247776,30
Czech Republic,France,2020,3,24,1269892.58781147,1468.9607364194349,2686.9335785884386,31
Czech Republic,France,2020,4,33,1885856.043182373,1736.911855958457,3426.1709217849475,32
Czech Republic,France,2021,1,6,3989612.541564698,4069.431127421842,2987.196820665091,33
Czech Republic,France,2021,2,15,7186432.74786282,6721.265919942039,3339.119520872982,34
Czech Republic,France,2021,3,24,2837511.507215501,1788.942487318712,4886.635816073371,35
Czech Republic,France,2021,4,33,5451859.27203369,3742.34653881701,4418.561123201915,36
Czech Republic,France,2022,1,5,4235563.21911621,2739.08077463059,3097.626226838245,37
Czech Republic,France,2022,2,10,3841534.723616599,2160.820319427869,3500.3307673448426,38
Czech Republic,France,2022,3,24,3934191.410292145,2145.4508968965592,5815.890704254645,39
Czech Republic,France,2022,4,33,3186218.893001557,1590.494575219813,5956.013520344472,40
Czech Republic,France,2023,1,6,5885951.898702614,3644.341607233369,5094.487610948057,41
Czech Republic,France,2023,2,15,8157785.99123764,5877.088236520461,4560.052785118178,42
Czech Republic,France,2023,3,16,1683651.0123939551,1131.561014279482,3034.787155984429,43
Czech Republic,Germany,2013,1,6,33623019.8548584,35126.4595115735,2876.5392293479795,1
Czech Republic,Germany,2013,2,15,33694219.1557618,36158.4228729433,2800.551278626959,2
Czech Republic,Germany,2013,3,24,31949989.52441405,34678.90124097286,2785.894509317356,3
Czech Republic,Germany,2013,4,33,25016127.34826661,26545.625052478972,2839.4854857794776,4
Czech Republic,Germany,2014,1,6,37664090.7531738,40399.6829276612,2797.18397028536,5
Czech Republic,Germany,2014,2,15,34266373.7241211,36124.4644166044,2849.1821225996428,6
Czech Republic,Germany,2014,3,24,36110455.37146,40073.1302735873,2706.6415093551313,7
Czech Republic,Germany,2014,4,33,27344560.4418946,31674.6493828336,2590.4303042673014,8
Czech Republic,Germany,2015,1,6,29382996.676025398,38832.994231278804,2277.536198110991,9
Czech Republic,Germany,2015,2,15,27357220.03540039,36474.4857043117,2253.712063180883,10
Czech Republic,Germany,2015,3,24,22222940.51794433,29685.994075013572,2245.867608720011,11
Czech Republic,Germany,2015,4,33,20293258.1217041,28204.83439843313,2215.852846142283,12
Czech Republic,Germany,2016,1,6,26227546.60522458,38981.7089708666,2012.6879719896037,13
Czech Republic,Germany,2016,2,15,28890743.357421868,41041.9974597657,2109.5770971126876,14
Czech Republic,Germany,2016,3,24,24807583.5715332,36150.162994409664,2083.1030799698656,15
Czech Republic,Germany,2016,4,33,22790859.87365723,33151.08150552336,2059.9520540618023,16
Czech Republic,Germany,2017,1,6,22429141.7277832,30908.27930156516,2200.7193336684822,17
Czech Republic,Germany,2017,2,15,31578713.679809563,39204.8702555579,2411.6542290645843,18
Czech Republic,Germany,2017,3,24,24433255.69165039,28458.166021997382,2592.439246413326,19
Czech Republic,Germany,2017,4,33,18169819.93322754,20388.39770288809,2664.940193869691,20
Czech Republic,Germany,2018,1,6,41587016.63793945,46989.078152659495,2660.8888488492703,21
Czech Republic,Germany,2018,2,15,36378066.9639892,37243.9591799486,2926.1237746566667,22
Czech Republic,Germany,2018,3,24,30298921.824707,33256.20356952191,2745.2848700618706,23
Czech Republic,Germany,2018,4,33,23222756.23278808,23692.38995777089,2939.75069173866,24
Czech Republic,Germany,2019,1,6,39036694.4284668,45257.4035480568,2597.2535722546604,25
Czech Republic,Germany,2019,2,15,33987035.1467285,37963.4117640076,2704.3174735257235,26
Czech Republic,Germany,2019,3,24,31746162.39257814,34746.79168126389,2747.796165536425,27
Czech Republic,Germany,2019,4,33,26794758.48217776,29774.333484747178,2726.298696687225,28
Czech Republic,Germany,2020,1,6,31192518.45654288,41683.574279412394,2252.726411242401,29
Czech Republic,Germany,2020,2,15,30423188.749145493,40480.4177429618,2276.8764736867274,30
Czech Republic,Germany,2020,3,24,35630854.7167969,50620.693191696504,2108.066540735005,31
Czech Republic,Germany,2020,4,33,29915975.61315918,35922.058072845524,2505.0896193176754,32
Czech Republic,Germany,2021,1,6,39539817.3343505,42329.4291084467,2801.4095227833077,33
Czech Republic,Germany,2021,2,15,39523526.651001,37183.9365006131,3160.886123892483,34
Czech Republic,Germany,2021,3,24,35292724.548584,24930.66986934641,4270.602843397034,35
Czech Republic,Germany,2021,4,33,35210089.5187988,24834.71730803894,4400.81952302791,36
Czech Republic,Germany,2022,1,6,53833855.4251709,38878.8968168532,4194.7231177542335,37
Czech Republic,Germany,2022,2,15,49897593.968261704,33086.5231026648,4606.821618588921,38
Czech Republic,Germany,2022,3,24,38485474.8580323,27292.370436418176,4279.6546069915985,39
Czech Republic,Germany,2022,4,33,37876541.457458496,29155.193676926072,3927.561108546434,40
Czech Republic,Germany,2023,1,6,42272267.1933594,33885.89284543193,3752.03076841033,41
Czech Republic,Germany,2023,2,15,49138064.3410645,34888.74859975356,4227.491676756724,42
Czech Republic,Germany,2023,3,24,34201681.6286621,26806.0675120796,3885.6135959147405,43
Czech Republic,India,2013,1,3,306075.54785156297,286.4530029296874,2529.605011599466,1
Czech Republic,India,2013,2,15,90264.14849424367,150.33799878112,3485.5390498773695,2
Czech Republic,India,2013,3,15,123375.2140388489,242.2186978816086,918.7767813518099,3
Czech Republic,India,2013,4,22,26314.16076660156,79.07888727570239,1499.683373985195,4
Czech Republic,India,2014,1,6,250936.65867614775,218.8959972532466,2822.298282264156,5
Czech Republic,India,2014,2,15,250721.31182861328,238.0259998440739,3569.371407652606,6
Czech Republic,India,2014,3,24,1064674.43359375,707.769989013671,4569.28094241617,7
Czech Republic,India,2014,4,33,478650.7822723388,368.6446388265736,3518.1159353995363,8
Czech Republic,India,2015,1,4,385795.029312134,273.196353576793,2851.972830101005,9
Czech Republic,India,2015,2,11,798797.035835266,510.076870554709,3003.0392451727494,10
Czech Republic,India,2015,3,15,382873.431118011,278.69092852360603,2645.9797417623577,11
Czech Republic,India,2015,4,22,509242.997509002,284.18767925786904,3377.7864867271883,12
Czech Republic,India,2016,1,5,939627.3609619141,495.90099583752396,3957.5566404099854,13
Czech Republic,India,2016,2,15,3068510.2122573853,1834.8223376569908,5019.28378237749,14
Czech Republic,India,2016,3,24,2758411.3125,1684.2610163092609,4942.087350553091,15
Czech Republic,India,2016,4,23,779882.6953125,531.094998359681,2947.94580838812,16
Czech Republic,India,2017,1,6,2012379.54296875,1535.656612629195,4058.5027952785304,17
Czech Republic,India,2017,2,9,654247.9527587891,447.113999541849,2909.69579763211,18
Czech Republic,India,2017,3,7,159801.19316864,74.8060000459664,2136.2082329017217,19
Czech Republic,India,2018,1,3,154112.09765625,122.156995773315,1261.59043680342,21
Czech Republic,India,2018,2,11,1255845.3887939448,698.836401475483,3675.193008630409,22
Czech Republic,India,2018,3,15,3168218.63128662,1826.4340966568489,3479.246376249632,23
Czech Republic,India,2018,4,33,1767624.8213295941,922.85571130116,5872.9276606479,24
Czech Republic,India,2019,1,3,1550676.981445313,882.934997085482,3517.4094983074574,25
Czech Republic,India,2019,2,10,1094133.067260742,642.892007017508,3396.3180415611523,26
Czech Republic,India,2019,3,15,957998.6772155759,557.259988061152,3377.7995553310047,27
Czech Republic,India,2019,4,21,1144443.145996094,593.6450029090049,3877.7664289440427,28
Czech Republic,India,2020,1,6,2183217.451438899,1173.093009065836,5492.235865678043,29
Czech Republic,India,2020,2,11,1245859.24609375,672.484000207857,3703.618482711787,30
Czech Republic,India,2020,3,24,1432096.0431785581,847.50802333455,5235.363818380194,31
Czech Republic,India,2020,4,33,2149978.487365723,1182.893984098918,5466.334776581375,32
Czech Republic,India,2021,1,3,921169.186523438,501.713993109763,3680.257118513934,33
Czech Republic,India,2021,2,15,2384547.697143555,1264.922024870291,5658.475104330566,34
Czech Republic,India,2021,3,7,497017.486999512,228.118998721242,2178.7641090203974,35
Czech Republic,India,2022,1,2,208514.041954041,98.3670004446758,2119.7560260192627,37
Czech Republic,India,2022,2,5,496730.36895752,256.66800227575,1935.3030551266777,38
Czech Republic,India,2022,3,7,188926.5234375,83.4939994812012,2262.755702342862,39
Czech Republic,India,2022,4,23,1058896.9064331055,479.0760081331242,3171.33701238507,40
Czech Republic,India,2023,3,9,221429.062072754,95.243002041243,2324.8853703379564,43
Czech Republic,Indonesia,2015,2,11,71934.93359375,39.200000762939396,3668.562209443011,10
Czech Republic,Indonesia,2015,3,15,294487.28125,164.8499984741211,3582.4863951566663,11
Czech Republic,Indonesia,2015,4,12,33779.85546875,36.6599998474121,921.4363232228596,12
Czech Republic,Indonesia,2016,4,12,456.598510742188,0.513999998569489,888.3239533325783,16
Czech Republic,Indonesia,2017,1,1,16248.1533203125,15.9799995422363,1016.7805873440392,17
Czech Republic,Indonesia,2019,1,6,63817.1474609375,53.8020000010729,3557.6266960991825,25
Czech Republic,Indonesia,2019,2,4,20841.31640625,18.25,1141.989940068493,26
Czech Republic,Indonesia,2019,3,16,104965.91015625,90.25,2320.333235053703,27
Czech Republic,Indonesia,2019,4,22,85769.5006408691,72.5400004573167,2365.1285374912823,28
Czech Republic,Indonesia,2020,1,3,132131.0146179199,108.59300167672339,2433.284114906245,29
Czech Republic,Indonesia,2020,2,6,17811.73828125,17.7199993133545,1005.1771428583726,30
Czech Republic,Indonesia,2020,4,12,19805.853515625,18.2199993133545,1087.039202087573,32
Czech Republic,Indonesia,2021,2,15,104756.75390625,72.019998550415,4344.550457465015,34
Czech Republic,Iran,2013,2,6,100590.171875,91.3239974975586,1101.4648354359338,2
Czech Republic,Iran,2014,4,12,45465.65234375,45.5919990539551,997.228752570038,8
Czech Republic,Iran,2015,2,6,57462.16015625,63.0579986572266,911.2588629494144,10
Czech Republic,Iran,2016,3,7,1.10549998283386,0.0010000000474974,1105.499930325488,15
Czech Republic,Iran,2017,1,2,1.06500005722046,0.0010000000474974,1065.0000066357288,17
Czech Republic,Italy,2013,1,6,21667176.707221992,28915.04916738075,2266.1517346732744,1
Czech Republic,Italy,2013,2,15,20451658.40554809,30573.1215706408,2134.774547613032,2
Czech Republic,Italy,2013,3,24,25440137.86125183,43061.2978286613,1789.7947511973327,3
Czech Republic,Italy,2013,4,33,18971156.014871478,26914.61580350827,2321.972376981854,4
Czech Republic,Italy,2014,1,6,15156385.61407471,19808.69804019934,2403.250666679228,5
Czech Republic,Italy,2014,2,15,14997574.43482875,19506.59186506814,2421.3609459638583,6
Czech Republic,Italy,2014,3,24,17020468.96516419,25824.060242210573,2041.7159865456024,7
Czech Republic,Italy,2014,4,33,13610611.63469696,15014.79379875132,2720.40819571557,8
Czech Republic,Italy,2015,1,6,14865781.58605956,16039.29761647418,2790.0356333747905,9
Czech Republic,Italy,2015,2,15,12543355.465408329,16554.16291047789,2302.934248535542,10
Czech Republic,Italy,2015,3,24,13163240.49231339,15012.57908899939,2652.257760568922,11
Czech Republic,Italy,2015,4,33,8815390.67490386,7997.36300374837,3379.67818279553,12
Czech Republic,Italy,2016,1,6,8718808.06322241,11522.88768110354,2296.791508775317,13
