Export_country,Import_country,Year,Quarter,Month,Nominal Value (SUM),Tons (SUM),Price,Period
India,France,2019,3,9,750373.206298828,512.525453562861,1464.0701278005797,27
India,France,2019,4,33,3745102.071205138,4967.84211411471,3001.1286529136746,28
India,France,2020,1,5,1155501.868131638,896.6738715903309,2520.797041294861,29
India,France,2020,2,4,3747446.68890381,1990.9191206265,1882.26967639176,30
India,France,2020,3,9,603137.437736511,371.707659770487,1622.6123457044755,31
India,France,2020,4,12,4428643.48260498,1993.40828100325,2221.6439676753603,32
India,France,2021,1,2,274870.016204834,200.988420376984,1367.5913054556772,33
India,France,2021,2,11,5744470.99027919,5667.12699065346,2179.329633697823,34
India,France,2021,3,24,5248380.97955703,3969.88976382486,3988.135445205595,35
India,France,2021,4,33,11610686.37078571,8678.415568771094,4769.859773605458,36
India,France,2022,1,5,6567318.88548279,3422.73628295538,3809.619493104103,37
India,France,2022,2,15,8955962.08324432,4825.360471677525,5646.6335990534835,38
India,France,2022,3,17,7971261.743682859,4976.1742151613,3397.6429898384813,39
India,France,2022,4,10,631026.50712204,418.496633359106,1507.841298643292,40
India,France,2023,1,5,4056922.09327507,2628.37869485338,3087.13401990251,41
India,France,2023,2,10,7074691.34050942,6680.53341020526,2405.4261320335004,42
India,France,2023,3,7,1979215.60650635,1033.33860718505,1915.3601663040472,43
India,Germany,2013,1,6,23367810.286254883,18538.69985732436,3828.207142580156,1
India,Germany,2013,2,15,21689979.88256836,16131.450795556579,4046.697368126831,2
India,Germany,2013,3,24,12697189.16333008,10024.39997510612,3815.2689860002597,3
India,Germany,2013,4,33,12944571.51184083,10123.52019748563,3862.249603189287,4
India,Germany,2014,1,6,17629461.739013672,15143.89987883717,3492.974356660634,5
India,Germany,2014,2,15,16144769.050415039,14507.22067210345,3343.687254115671,6
India,Germany,2014,3,24,12091386.48657226,9872.50006461144,3657.1397087507826,7
India,Germany,2014,4,33,8761596.84008789,8137.63239956094,3270.7757466398857,8
India,Germany,2015,1,6,13580177.8425293,15379.212363484901,2735.605192604103,9
India,Germany,2015,2,15,9371071.91113281,9036.79995977878,3109.7106551359448,10
India,Germany,2015,3,24,4904260.86071778,4278.733489214959,3491.4570669372106,11
India,Germany,2015,4,33,4542369.751220706,3686.3381688315103,3566.392860675357,12
India,Germany,2016,1,6,3967741.2218017587,4649.39796230904,2580.264779271006,13
India,Germany,2016,2,15,3226194.205200198,5175.059719282203,2047.0898477372095,14
India,Germany,2016,3,24,5117913.669189456,7488.839838268686,2306.262847928279,15
India,Germany,2016,4,33,6329531.60107422,9629.51961833841,1966.5002400339288,16
India,Germany,2017,1,6,15156471.94921875,20629.64607747786,2277.233964592565,17
India,Germany,2017,2,15,11226415.24145508,11801.999936454,2853.0419254851004,18
India,Germany,2017,3,24,11574230.764160149,11727.71369919359,3060.2234616751107,19
India,Germany,2017,4,33,10479833.13696289,7771.599918223916,4034.774909528045,20
India,Germany,2018,1,6,9375762.29992675,9485.900063633919,3282.2801083460527,21
India,Germany,2018,2,15,5174719.814208981,3341.5979617881258,4657.226579084845,22
India,Germany,2018,3,24,4979423.341796881,2952.599960997699,5208.463829755446,23
India,Germany,2018,4,33,6001176.06469727,3195.399970836939,5704.654727764129,24
India,Germany,2019,1,6,9969036.67236328,8236.49986843019,3654.025259714511,25
India,Germany,2019,2,15,6278127.687744141,5507.101540578805,3665.4789913833592,26
India,Germany,2019,3,15,4104713.0432129,3294.73217185671,2497.721645207913,27
India,Germany,2019,4,33,4180755.82739258,3107.726088938074,4106.149564500034,28
India,Germany,2020,1,6,6119849.856689449,5096.8641713426205,4268.693988251081,29
India,Germany,2020,2,15,2989453.288940433,2697.733377704863,3655.7977890626917,30
India,Germany,2020,3,24,5275350.1787109375,3877.221566580001,4888.6873276479655,31
India,Germany,2020,4,33,2724944.357055663,2137.541131179591,4038.308212640659,32
India,Germany,2021,1,6,10249085.81091309,8598.51380150728,3554.4735269734547,33
India,Germany,2021,2,15,15958645.386352539,13146.600056357669,3733.0563158097875,34
India,Germany,2021,3,24,33103810.68408208,24181.62341408475,4134.707689558865,35
India,Germany,2021,4,33,56522285.3203125,44277.49692995788,4584.259811693968,36
India,Germany,2022,1,6,34829201.538696304,28970.16044200425,4194.719179247164,37
India,Germany,2022,2,15,27486794.18725586,14610.231915148779,5865.653537603599,38
India,Germany,2022,3,15,15154036.54266358,7337.73954081316,4133.0192644141825,39
India,Germany,2022,4,33,18324594.393920887,10155.57080081827,5691.238031631516,40
India,Germany,2023,1,6,16542863.048706051,9849.23993764385,5023.492016996953,41
India,Germany,2023,2,15,24865280.83056641,18282.68673877318,4091.4675418084876,42
India,Germany,2023,3,24,17174285.06494141,11617.01039474664,4607.988297981505,43
India,Indonesia,2013,1,6,29150812.0,21447.6500473286,3912.3773386789226,1
India,Indonesia,2013,2,15,52922273.0,48844.39150168612,3540.5705490412874,2
India,Indonesia,2013,3,24,28922923.0,30355.03135028028,2850.1890405487898,3
India,Indonesia,2013,4,33,51346339.0,53456.08636465927,3011.4862639244648,4
India,Indonesia,2014,1,6,37595991.0,40086.006033144804,2928.2268328467494,5
India,Indonesia,2014,2,15,50994918.0,49679.118,3174.4973035143994,6
India,Indonesia,2014,3,24,69702816.0,94800.85881604481,2519.555048388906,7
India,Indonesia,2014,4,33,68028060.0,103942.4114135877,2384.119371761378,8
India,Indonesia,2015,1,6,27171277.0,34745.36060383721,2448.6995908324297,9
India,Indonesia,2015,2,15,35164290.0,37712.2594679648,2830.827452496046,10
India,Indonesia,2015,3,24,20934067.0,21679.03879202059,2898.1039069725243,11
India,Indonesia,2015,4,33,36470929.0,31591.845159582102,3516.4185082942954,12
India,Indonesia,2016,1,6,31160640.0,46082.3006065257,2023.642191359507,13
India,Indonesia,2016,2,15,30823429.0,34239.164732260906,2642.7851427379414,14
India,Indonesia,2016,3,24,50443913.0,66502.1730612886,2277.733174366307,15
India,Indonesia,2016,4,33,64666842.0,80960.026,2419.301640855719,16
India,Indonesia,2017,1,6,90734241.0,145016.7384903523,2024.721209534515,17
India,Indonesia,2017,2,15,117455377.0,192810.008,1957.9914345445886,18
India,Indonesia,2017,3,24,78051797.0,93172.613732883,2521.9200997387397,19
India,Indonesia,2017,4,33,182929351.0,276482.9744980033,1984.60580061114,20
India,Indonesia,2018,1,6,78098656.0,91408.3982367079,2674.641053632451,21
India,Indonesia,2018,2,15,81265469.0,101815.27324687279,3195.450444459821,22
India,Indonesia,2018,3,24,73082724.0,95838.0947023871,2355.7764471789033,23
India,Indonesia,2018,4,33,67692788.0,93918.4826807663,2164.669620538187,24
India,Indonesia,2019,1,6,32575665.0,37749.04455020422,2928.8245109205013,25
India,Indonesia,2019,2,15,27763034.0,22880.47760231121,3901.303388613259,26
India,Indonesia,2019,3,24,37516747.0,69700.50717288171,1991.0747260619746,27
India,Indonesia,2019,4,33,102079855.0,198363.261,1531.1762189002923,28
India,Indonesia,2020,1,6,100836512.0,210086.9464125211,1461.663412964936,29
India,Indonesia,2020,2,15,36383740.0,74692.227,2481.905709322854,30
India,Indonesia,2020,3,24,88128853.0,197624.9233490201,1362.5168140927285,31
India,Indonesia,2020,4,33,155527611.0,342185.3110084984,1405.1191177822839,32
India,Indonesia,2021,1,6,145652845.0,223021.4652828218,2514.428524393824,33
India,Indonesia,2021,2,15,152153299.0,217208.5196134721,2143.098795017492,34
India,Indonesia,2021,3,24,362678944.0,459330.809,2391.7631381614165,35
India,Indonesia,2021,4,33,319787177.0,391819.92104486993,2472.961066427542,36
India,Indonesia,2022,1,6,148777542.0,175594.9044955548,2545.771471065058,37
India,Indonesia,2022,2,15,71478283.0,50862.53129612074,4886.755926031551,38
India,Indonesia,2022,3,24,73539044.0,84266.9839545944,3216.8734693789465,39
India,Indonesia,2022,4,33,50806139.0,62594.679850726505,2799.9202126565283,40
India,Indonesia,2023,1,6,65819660.0,81936.79829796849,2510.869138361306,41
India,Indonesia,2023,2,15,46861895.0,49592.678751674495,3149.236194415226,42
India,Indonesia,2023,3,24,51849763.0,84169.66796781542,2312.6822190886423,43
India,Iran,2013,1,6,21555131.40722654,19094.462,3346.760161663753,1
India,Iran,2013,2,15,12534381.79614258,12085.363683861411,3118.452043061425,2
India,Iran,2013,3,24,30084858.63500978,32687.3932476823,2744.89292416605,3
India,Iran,2013,4,33,32837207.58073802,40337.22,2763.583517460388,4
India,Iran,2014,1,6,38712186.23323059,41357.131,2840.0186222079,5
India,Iran,2014,2,15,60049498.3823243,54417.1952107455,3314.685490617596,6
India,Iran,2014,3,24,65757548.2545167,60234.012,3275.3695934939897,7
India,Iran,2014,4,33,54921148.6142579,50363.965,3320.835772651421,8
India,Iran,2015,1,6,33895222.0976563,32009.262399732623,3176.2450546949767,9
India,Iran,2015,2,15,26707767.80957031,21550.88,3602.318065854265,10
India,Iran,2015,3,24,27556723.631713912,28603.6976918892,2878.357879527357,11
India,Iran,2015,4,33,38886495.8025207,32642.80574190284,3327.9211570034217,12
India,Iran,2016,1,6,20251341.97436524,24471.942,2494.3068470853077,13
India,Iran,2016,2,15,13398556.916992191,16141.155999999999,2489.9703418698728,14
India,Iran,2016,3,24,13477211.77716065,15886.55459129663,2594.7150646975206,15
India,Iran,2016,4,33,11525435.14746094,14075.893,2449.6613312336217,16
India,Iran,2017,1,6,14718594.96905518,12854.26,3297.9189915493635,17
India,Iran,2017,2,15,10547346.907714851,9825.10896114762,3249.242188444461,18
India,Iran,2017,3,24,33970308.64533425,30412.2630029736,3348.9346584804025,19
India,Iran,2017,4,33,28832363.06591795,24746.68,3531.1493330140875,20
India,Iran,2018,1,6,28047781.99987027,23257.579,3631.2272335400867,21
India,Iran,2018,2,15,23866710.42044067,19455.768,3703.1948409304805,22
India,Iran,2018,3,24,11103297.89819337,8761.484,3857.512562478765,23
India,Iran,2018,4,33,4710436.7424621545,5145.3036457085,3157.6544843905313,24
India,Iran,2019,1,6,2945322.200195313,2222.867,3964.585282490933,25
India,Iran,2019,2,15,3039781.833984375,2299.656039033865,4007.432277953668,26
India,Iran,2019,3,24,1616587.3090820368,1298.486,4023.738042515811,27
India,Iran,2019,4,22,107199.18212890631,95.0,2313.7108414574745,28
India,Iran,2020,1,5,59341.443359375,31.72,3733.2083246362117,29
India,Iran,2020,3,16,161698.123046875,210.681,2844.350525298147,31
India,Iran,2020,4,10,74622.998046875,45.126,1653.658601402185,32
India,Iran,2021,3,16,790072.561523438,687.624,2386.3111207584325,35
India,Iran,2022,3,7,96274.03125,45.01,2138.947594978893,39
India,Iran,2022,4,10,81895.8984375,81.0,1011.0604745370372,40
India,Iran,2023,2,10,117860.5146484375,111.0,3216.5278862847217,42
India,Italy,2013,1,6,61216685.3540039,56701.717,3251.020102527743,1
India,Italy,2013,2,15,61703021.985839896,55134.9260952706,3369.5642158852315,2
India,Italy,2013,3,24,44195598.127197295,43675.612334196405,3049.925755927812,3
India,Italy,2013,4,33,45796274.148925796,49341.8143171817,2767.0172823454445,4
India,Italy,2014,1,6,62709657.9714355,74055.80807781749,2582.0241706001298,5
India,Italy,2014,2,15,57999456.7197266,61831.401832658,2827.0592636695387,6
India,Italy,2014,3,24,48142788.94726561,53940.051999999996,2664.334875315119,7
India,Italy,2014,4,33,68846012.8300782,92324.607,2381.3252769459586,8
India,Italy,2015,1,6,75849290.9785157,117335.78206549579,1957.6721916822703,9
India,Italy,2015,2,15,75237365.2736816,123289.91,1839.0406254893626,10
India,Italy,2015,3,24,66762405.844238296,107732.8486735723,1879.2051179248288,11
India,Italy,2015,4,33,38338712.31884763,64764.8577208544,1862.6874262663914,12
India,Italy,2016,1,6,46609901.2646485,92756.603,1543.371805324515,13
India,Italy,2016,2,15,44544830.4924317,87899.5994706418,1519.7569434375991,14
India,Italy,2016,3,24,48441229.5585938,94499.16399999999,1605.0938438662931,15
India,Italy,2016,4,33,77523662.44433591,154296.8668970945,1508.798114804551,16
India,Italy,2017,1,6,123134820.9794923,205463.12102048518,1866.6262848350052,17
India,Italy,2017,2,15,114134978.2907715,174177.836865416,1984.37243980224,18
India,Italy,2017,3,24,81396284.5092774,108423.7663037163,2257.8791371442517,19
India,Italy,2017,4,33,113951047.86755371,169856.491,2020.3146026476368,20
India,Italy,2018,1,6,123377494.8906251,153157.13182587188,2435.6220559357416,21
India,Italy,2018,2,15,113279844.3232422,143607.1852994581,2379.1370956036217,22
India,Italy,2018,3,24,82599147.709961,106043.40918219599,2419.8676613735515,23
India,Italy,2018,4,33,75098982.7890625,99030.6196167122,2251.033529419509,24
India,Italy,2019,1,6,89399773.4808349,125581.38577261919,2267.6727680467684,25
India,Italy,2019,2,15,82681835.548584,122508.9490204542,2019.7610579576947,26
India,Italy,2019,3,24,93887187.9160157,153727.37127104402,1848.3379369548336,27
India,Italy,2019,4,33,85257022.18859866,154312.00245245761,1752.1159999287988,28
India,Italy,2020,1,6,72728221.0886231,125248.8525180067,1789.628453394901,29
India,Italy,2020,2,15,56481968.1879882,89723.402731891,1902.7435162258748,30
India,Italy,2020,3,24,93068282.7084961,155714.685,1802.165386786553,31
India,Italy,2020,4,33,66717900.648803696,98637.6553416352,2052.0290471262624,32
India,Italy,2021,1,6,79467126.3078614,103013.4462575924,2380.6581751704953,33
India,Italy,2021,2,15,169740776.668457,198500.821808487,2733.1555603847783,34
India,Italy,2021,3,24,293468685.966797,300937.107,2985.326520852956,35
India,Italy,2021,4,33,329103723.4079586,297216.16,3890.8994694148223,36
India,Italy,2022,1,6,247420233.4490965,211587.93155847682,3702.153181530706,37
India,Italy,2022,2,15,298536924.7661137,253041.224794247,3879.433765319941,38
India,Italy,2022,3,24,325689358.1984864,308938.968771263,3259.0034772219806,39
India,Italy,2022,4,33,187086123.0495605,199013.243,2861.784793414496,40
India,Italy,2023,1,6,207003264.1784668,225972.02000000002,2815.045087558404,41
India,Italy,2023,2,15,325763274.8422857,374458.872,2696.9947499137156,42
India,Italy,2023,3,15,192823511.1445314,220028.118905704,1765.2095008724204,43
India,Japan,2013,1,6,34438861.13476554,33112.3776468364,3134.3957631646936,1
India,Japan,2013,2,15,51868177.651611306,48892.916,3196.686163166336,2
India,Japan,2013,3,24,64425319.675781295,63585.3357113949,3049.7733709301324,3
India,Japan,2013,4,33,41698633.265625,44510.289,2807.1526636169856,4
India,Japan,2014,1,6,46776528.7951659,47065.073000000004,2992.2283475874933,5
India,Japan,2014,2,15,42046464.6766357,42113.553,3000.6294081510605,6
India,Japan,2014,3,24,55605230.6291504,52966.583,3155.918645373602,7
India,Japan,2014,4,33,53176275.9049073,52275.1,3029.8931319379662,8
India,Japan,2015,1,6,49766513.6862794,53726.690853826505,2774.207326565952,9
India,Japan,2015,2,15,37971560.00781256,43783.334,2585.187984160362,10
India,Japan,2015,3,24,26531688.72216797,33528.3993613212,2374.0476555886435,11
India,Japan,2015,4,33,25803119.74304199,38665.6871096136,2038.9450516290667,12
India,Japan,2016,1,6,21458798.30810547,31385.255,2043.769665180815,13
India,Japan,2016,2,15,21134651.78125,30056.084000000003,2135.4412002100426,14
India,Japan,2016,3,24,18270977.51928711,25504.741,2144.603031429802,15
India,Japan,2016,4,33,27431121.31372074,35521.873,2292.5849685358316,16
India,Japan,2017,1,6,23298885.63037107,22758.52071560309,3128.7100632252987,17
India,Japan,2017,2,15,30329030.11877438,30869.566,2957.607637490471,18
India,Japan,2017,3,24,38311973.8579101,35408.3783690989,3253.266018170776,19
India,Japan,2017,4,33,40561836.734375,35840.863,3400.5618160648637,20
India,Japan,2018,1,6,42226222.4228517,37534.334,3374.535609928038,21
India,Japan,2018,2,15,38319028.706787,33185.388,3462.351704130957,22
India,Japan,2018,3,24,47220080.6386718,50692.1163458808,2916.5356780264055,23
India,Japan,2018,4,33,29702066.29711914,28069.07458153892,3175.5779799334728,24
India,Japan,2019,1,6,24403081.139404267,23984.84961293228,3025.8382272567346,25
India,Japan,2019,2,15,46641873.98510743,38214.6806857242,3541.886467467591,26
India,Japan,2019,3,24,29646268.61669921,28334.999,3144.4286785370377,27
India,Japan,2019,4,33,28236123.4602051,28788.2725874,2922.5690776172687,28
India,Japan,2020,1,6,20709694.85998535,22515.36066602741,2766.1406255561956,29
India,Japan,2020,2,15,24935444.542968713,24630.165,3030.2944205779736,30
India,Japan,2020,3,24,23190310.67333981,23638.217580115772,2902.772247926202,31
India,Japan,2020,4,33,23206930.46582032,25115.665165541,2779.422926669433,32
India,Japan,2021,1,6,34074182.711425826,35261.033,2870.694935976157,33
India,Japan,2021,2,15,35213983.97363288,31728.412,3363.893368379153,34
India,Japan,2021,3,24,44280553.960449204,34863.627,3793.8612532913266,35
India,Japan,2021,4,33,70375340.1297607,47963.176,4441.778204352219,36
India,Japan,2022,1,6,79530288.1328125,53524.4906027158,4531.361043413898,37
India,Japan,2022,2,15,60159809.390625,39528.903,4642.661969452237,38
India,Japan,2022,3,24,59099270.015625,41991.211427901595,4254.058703772245,39
India,Japan,2022,4,33,42375829.6950683,39920.4981877365,3235.4274344871656,40
India,Japan,2023,1,6,36173005.892089844,33403.0501860312,3280.10053875573,41
India,Japan,2023,2,15,35583786.6235352,33213.806,3197.3910551511117,42
India,Japan,2023,3,24,26535297.92675782,27044.031127113478,2919.7404747269657,43
India,Malaysia,2013,1,6,29033532.609130893,52871.9991377695,2702.093829058685,1
India,Malaysia,2013,2,15,9916204.209960941,11808.1301254311,2805.0761043347693,2
India,Malaysia,2013,3,24,28881734.261108387,46370.23396942013,2692.959056561086,3
India,Malaysia,2013,4,33,56138551.21557617,118732.75254564131,1810.5421330356212,4
India,Malaysia,2014,1,6,9566791.35253907,13657.82889916992,2266.3743697550162,5
India,Malaysia,2014,2,15,6869430.377685551,7986.09349458409,2742.5065977598524,6
India,Malaysia,2014,3,24,11291174.6508789,13941.11712981796,2459.502980646224,7
India,Malaysia,2014,4,33,15141242.95263672,22902.41852789659,1972.417208816401,8
India,Malaysia,2015,1,6,17475199.631103493,40575.7779794846,2144.792897279951,9
India,Malaysia,2015,2,15,10711458.560180672,14411.03381529649,2426.878140118641,10
India,Malaysia,2015,3,24,4522597.60778808,5021.438256740693,2756.0220724115334,11
India,Malaysia,2015,4,33,4792259.39025878,5675.87780999756,2520.2241490293027,12
India,Malaysia,2016,1,6,4462644.64257813,8854.56162155507,1619.029017701906,13
India,Malaysia,2016,2,15,13079985.079711892,24183.96042087923,1671.6014014269958,14
India,Malaysia,2016,3,24,31311440.62475583,73997.13805471452,1373.019439902879,15
India,Malaysia,2016,4,33,63576864.152954176,78276.1952000122,2583.6851426196426,16
India,Malaysia,2017,1,6,55288537.44433595,106840.2484509872,1585.542500892098,17
India,Malaysia,2017,2,15,46678912.0626221,81111.2610319715,1722.5270016664936,18
India,Malaysia,2017,3,24,49844418.5729981,69537.56158737591,2185.5760223268576,19
India,Malaysia,2017,4,33,48620236.58789059,81696.54117378399,1815.980927056744,20
India,Malaysia,2018,1,6,34787080.64953618,58500.1723540956,1818.4465928289878,21
India,Malaysia,2018,2,15,31501588.68090823,50365.2484769935,1896.4126327363238,22
India,Malaysia,2018,3,24,29390599.9671631,38878.76203462,2281.205658581824,23
India,Malaysia,2018,4,33,30566028.11901855,53164.0804020889,1702.0259334968396,24
India,Malaysia,2019,1,6,32162419.35070796,48094.6526500244,2137.3926090640134,25
India,Malaysia,2019,2,15,28954289.3345947,48036.7621999969,1896.2863783471726,26
India,Malaysia,2019,3,24,72286683.6015624,126872.51941750699,1708.438000777609,27
India,Malaysia,2019,4,33,37033668.75146485,71436.5484962891,1590.4408758344455,28
India,Malaysia,2020,1,6,17609289.45446777,27588.48063340175,1901.9492198757998,29
India,Malaysia,2020,2,15,26679018.14575195,42043.3015701821,2643.4494940538752,30
India,Malaysia,2020,3,24,34745619.68908688,65432.6528007812,1646.4974596562677,31
India,Malaysia,2020,4,33,21426914.1209717,41012.73940002441,1772.8967279856724,32
India,Malaysia,2021,1,6,25519903.29492186,35911.25144686567,2420.121021177093,33
India,Malaysia,2021,2,15,54375551.67993164,81260.4841295362,2269.7152422205295,34
India,Malaysia,2021,3,24,16539588.56933595,14029.794999999998,3858.101672688852,35
India,Malaysia,2021,4,33,27305435.40100096,19565.17013689106,4230.88659970874,36
India,Malaysia,2022,1,6,54522212.7369385,36441.2707569817,4514.744549280965,37
India,Malaysia,2022,2,15,22864127.6925049,15010.549225083269,4541.9880023419155,38
India,Malaysia,2022,3,24,12072418.32543946,9897.9228146791,3919.2660029769654,39
India,Malaysia,2022,4,33,18772244.00842285,17012.65150001665,3366.1065509539385,40
India,Malaysia,2023,1,6,17909984.62916565,17470.68134157746,3087.064026497703,41
India,Malaysia,2023,2,15,25561517.270704888,27767.83797272597,2876.825877296692,42
India,Malaysia,2023,3,15,13135739.302921329,15115.12293606445,1744.5711587731453,43
India,Mexico,2013,1,6,1316324.904296875,1199.93636547751,3390.9504746809935,1
India,Mexico,2013,2,15,836291.637207032,681.231,3653.4148108201525,2
India,Mexico,2013,3,24,1277184.236450196,1101.579,3679.865638463278,3
India,Mexico,2013,4,33,1827890.3133544922,1676.024634283297,3646.983679652897,4
India,Mexico,2014,1,6,3436581.43658447,3204.323695433121,3283.7010453656094,5
India,Mexico,2014,2,15,2330713.503662109,1963.146,3589.158670817422,6
India,Mexico,2014,3,24,3665249.803100584,3210.674,3724.60723172686,7
India,Mexico,2014,4,33,11656988.941894531,17776.313000000002,2655.998658846847,8
India,Mexico,2015,1,6,3726747.096679688,3835.113,3234.004237255728,9
India,Mexico,2015,2,15,5158265.632080074,7929.154,3584.131357609788,10
India,Mexico,2015,3,24,6918635.178466796,12745.247,2816.09588759695,11
India,Mexico,2015,4,33,7283286.759399418,15029.228,2659.4088445034326,12
India,Mexico,2016,1,6,3388493.982421873,6952.811,3559.380532435747,13
India,Mexico,2016,2,15,874375.8776855471,1095.2069999999999,3693.372048897596,14
India,Mexico,2016,3,24,21957504.50781246,45020.459,1479.383507787198,15
India,Mexico,2016,4,33,19385434.505371075,40985.013,2125.404622469353,16
India,Mexico,2017,1,6,6870527.250366207,12780.368,1808.2595084501097,17
India,Mexico,2017,2,15,23488731.34652706,41244.2606348307,1724.8291882088622,18
India,Mexico,2017,3,24,10095771.978885649,16410.648,3445.529606701176,19
India,Mexico,2017,4,23,3826005.146820073,5123.947,2429.070992014434,20
India,Mexico,2018,1,4,1967264.419433594,956.366,4119.709137663016,21
India,Mexico,2018,2,15,2181965.239501953,1489.76,4397.184685642839,22
India,Mexico,2018,3,24,2236488.956125141,1298.0500000000002,5422.411430294094,23
India,Mexico,2018,4,33,1568011.761803626,942.320334053485,5042.728126817727,24
India,Mexico,2019,1,6,2153634.8345947242,1375.096,4974.019516862927,25
India,Mexico,2019,2,6,52342.0043945313,25.01,2092.8430385658257,26
India,Mexico,2019,3,17,1558238.228515626,1002.4839999999999,3067.427118020124,27
India,Mexico,2019,4,33,2151155.19520998,1210.852075508398,5431.519818478706,28
India,Mexico,2020,1,2,728883.0859375,352.385,2068.4282416604,29
India,Mexico,2020,2,4,344392.448242188,242.0,1423.109290256975,30
India,Mexico,2020,3,24,2088889.4819335951,1426.578,5243.599676234578,31
India,Mexico,2020,4,33,4012729.13420249,4332.68741317502,3281.0673382043024,32
India,Mexico,2021,1,2,2417114.90084839,1418.57,1703.9095010104472,33
India,Mexico,2021,2,4,1500647.34092784,648.065,2315.581524890003,34
India,Mexico,2021,3,17,13943874.78973388,10578.169,2689.770336446385,35
India,Mexico,2021,4,21,9505638.11605835,7963.8430004821,2502.3868283130396,36
India,Mexico,2023,1,3,11635915.876709,11245.7765292396,1034.6920771949378,41
India,Mexico,2023,2,15,43093053.482544,41605.983998076204,3096.21346566825,42
India,Mexico,2023,3,15,15570117.255798351,14712.688,3231.2245837250616,43
India,Netherlands,2013,1,6,24160025.4185791,22418.74346717328,3241.8719405262054,1
India,Netherlands,2013,2,15,20854095.17280579,17672.55466845008,3516.895267065237,2
India,Netherlands,2013,3,24,17390548.88305664,10791.08334534588,4793.576330911533,3
India,Netherlands,2013,4,33,15271262.415481571,12749.27697938308,3532.409889403413,4
India,Netherlands,2014,2,4,466632.98740387,289.050001814961,1614.367702729132,6
India,Netherlands,2015,1,6,15643734.5612793,16067.53541757128,2924.7867483222476,9
India,Netherlands,2015,2,15,11524239.95581055,12292.574886322021,2814.2807596827092,10
India,Netherlands,2015,3,24,7517967.95154954,7429.41780150871,3077.4133171631674,11
India,Netherlands,2015,4,33,5867085.80297089,7144.86367269488,2504.8777481316133,12
India,Netherlands,2016,1,6,3353593.433486948,4167.275548364182,2672.3556186677965,13
India,Netherlands,2016,2,15,1510829.363769532,2270.896846342812,3592.129737017937,14
India,Netherlands,2016,3,24,4759386.2906723,6719.549137439586,2075.2556874100355,15
India,Netherlands,2016,4,33,4008763.172237401,4007.739980928138,3034.480686294517,16
India,Netherlands,2017,1,6,4466677.184020996,5621.07486390604,4279.829388254459,17
India,Netherlands,2017,2,15,11683403.602050781,14084.737003829327,3008.251190465283,18
India,Netherlands,2017,3,24,4436707.49279022,2908.584983136268,4578.934629881594,19
India,Netherlands,2017,4,33,8131596.33035279,8303.569027844831,3615.244487739871,20
India,Netherlands,2018,1,6,11097997.02907181,10117.75064468963,4288.438118395367,21
India,Netherlands,2018,2,9,12119245.57790184,13755.19609672632,1760.5251135951976,22
India,Netherlands,2018,3,15,6731644.82798004,7752.23929915774,2252.6624951040453,23
India,Netherlands,2018,4,12,4565413.56445313,5714.91702127457,798.859116844172,24
India,Netherlands,2019,3,9,315798.78515625,135.329998016357,2333.546070975928,27
India,Netherlands,2020,1,4,4336832.980468756,6272.205762267108,1956.5971562297782,29
India,Netherlands,2020,2,15,6191113.42147827,8494.367038525643,2647.946894714296,30
India,Netherlands,2020,3,24,1974581.048023226,1635.070653085422,3643.26394285916,31
India,Netherlands,2020,4,33,2540851.435415271,2397.234008139808,3607.9975890598744,32
India,Netherlands,2021,1,6,13707760.13973999,12886.95928244478,3424.5968117579882,33
India,Netherlands,2021,2,15,28150255.99272541,23963.68974671027,3723.496487573975,34
India,Netherlands,2021,3,24,37908003.11891937,31716.62346921182,4177.8573970643865,35
India,Netherlands,2021,4,33,42325702.05842588,42614.7355820861,4634.976135340836,36
India,Netherlands,2022,1,6,13819496.51959182,6789.40527795058,6193.254677005185,37
India,Netherlands,2022,2,11,16364394.123569489,7945.83377627861,4153.689988309985,38
India,Netherlands,2022,3,24,53442393.905043975,40220.97107746885,4145.79503649148,39
India,Netherlands,2022,4,23,7644226.71333313,5176.53148141533,3287.3993164891795,40
India,Netherlands,2023,1,6,24534808.01959798,20526.705816901227,3840.874595889173,41
India,Netherlands,2023,2,15,33836230.19784922,30089.53284905902,3440.0327925625397,42
India,Netherlands,2023,3,24,20331479.124839783,16971.26013757768,3543.409307494783,43
India,Russia,2013,1,6,6105079.621582033,5859.328179473872,4352.310482710322,1
India,Russia,2013,2,15,12988904.1472435,13038.805863885369,3010.533791722968,2
India,Russia,2013,3,16,2989241.63671875,1306.10155698517,4556.506083897888,3
India,Russia,2013,4,33,5786996.929576879,3135.10174896438,5688.69082173298,4
India,Russia,2014,1,4,2990204.5917968797,1750.57219842529,3514.3318066537095,5
India,Russia,2014,2,15,6617310.47802734,3693.8998281249997,5386.799293030272,6
India,Russia,2014,3,16,6058027.29026795,2855.21444116201,4241.183218996286,7
India,Russia,2015,2,9,2355555.11765671,1622.327730126864,2968.6631859552626,10
India,Russia,2015,3,7,3318951.33663177,2662.06372618239,1246.758784918875,11
India,Russia,2015,4,22,2628033.44726562,1673.031085986785,3177.0775529981042,12
India,Russia,2016,2,9,2934913.18292237,1341.78080078125,4374.710631412868,14
India,Russia,2016,3,7,1207820.11621094,549.34475,2198.655973704928,15
India,Russia,2017,2,6,1585355.66455078,936.015333007813,1693.728306198107,18
