,Export_country,Import_country,Month,Year,Nominal Value (SUM),Tons (SUM),Price,log_Price
2836,Turkey,Kosovo,2,2013,180.184494018555,0.001,180184.494018555,12.101736571722313
2896,Switzerland,Taiwan,2,2013,2776.81286621094,0.0122719995975494,226272.24228115543,12.329494165155213
2910,Malaysia,Sweden,2,2013,641.99072265625,0.0080000003799796,80248.83652041605,11.2928875426992
2919,Austria,Sri Lanka,2,2013,743.427917480469,0.0154248011526161,48196.92066852875,10.783050411452813
2960,Hong Kong SAR,Singapore,2,2013,45598.5651245117,1.414,32247.924416203467,10.381208960965289
2973,Bulgaria,Austria,2,2013,33850.66015625,0.899999976158142,37611.84561442921,10.535074322699328
3008,Denmark,Luxembourg,2,2013,564.578125,0.0006952418393517,812060.0531268162,13.607329573461856
3009,Hong Kong SAR,Spain,2,2013,29651.041015625,0.3,98836.80338541669,11.501225318274583
3021,Australia,Estonia,2,2013,24744.0,0.550000011920929,44989.08993397865,10.71417529344611
3025,Australia,United Kingdom,2,2013,4852.40478515625,0.113185912410802,42871.10190484409,10.665953262663704
3049,United States,Angola,2,2013,65872.0,1.06,62143.39622641509,11.03719983588571
3051,Denmark,Croatia,2,2013,29.3633995056152,0.0010000000474974,29363.398110928665,10.287504215504203
3071,Austria,Argentina,2,2013,12471.4368591309,0.403532030606857,30905.692518077347,10.338695669804698
3141,Poland,Malaysia,2,2013,161.49870300293,0.0040000001899898,40374.673833038345,10.605957982053647
3161,Netherlands,Montenegro,2,2013,2829.56396484375,0.0450000017881393,62879.19672015527,11.048970652214798
3178,Czech Republic,Estonia,2,2013,28.0286998748779,0.238969946969694,117.28964344806286,4.764646460611178
3181,Canada,South Africa,2,2013,237.365661621094,0.0003700000047683,641528.8069244487,13.37160936760162
3212,Canada,Morocco,2,2013,3886.29541015625,0.0301000003814697,129112.80268782817,11.768441740684905
3294,Switzerland,Bosnia and Herzegovina,2,2013,539.513702392578,0.0065,83002.10806039663,11.326621284774236
3304,Switzerland,Estonia,2,2013,97.6986541748047,0.0002000000029802,488493.2635949072,13.099080960390172
3309,Switzerland,Denmark,2,2013,1811.18786621094,0.0085392669278886,212101.09503612388,12.264818303368886
3315,United States,Russia,2,2013,97183.0,1.632,59548.40686274511,10.994544821490988
3319,Switzerland,Turkey,2,2013,2049.50061035156,0.021749000787735,94234.24231550645,11.453538901046
3323,Switzerland,Israel,2,2013,6322.18841552734,0.0127120001912117,497340.1762452863,13.117029530189416
3325,Gibraltar,Spain,2,2013,4612.72314453125,288.0,16.016399807400173,2.773613185260805
3381,Brazil,Angola,2,2013,406.0,0.0122645833333333,33103.44827586216,10.407392733457549
3393,Switzerland,Thailand,2,2013,3250.10864257813,0.0036370000839233,893623.4719775263,13.703039793153048
3405,Czech Republic,Mexico,2,2013,451.128601074219,0.0006472244820255,697020.2975980864,13.454569810693227
3421,Bulgaria,Peru,2,2013,6542.30078125,0.151098007202148,43298.39223158858,10.675870782391016
3429,Bulgaria,Italy,2,2013,128727.811981201,0.135705473766407,948582.3114459126,13.762723845241338
3531,Israel,Belgium,2,2013,20813.3125,0.699999988079071,29733.304077783723,10.300023045968466
3546,Finland,Singapore,2,2013,387.06298828125,0.0020000000949949,193531.48494837296,12.173195491127151
3548,Denmark,Hong Kong SAR,2,2013,10748.3388671875,0.0209999997168779,511825.667242698,13.145739352373909
3589,Ireland,Spain,2,2013,68839.484375,1.0974711191855,62725.55438733546,11.046524209574766
3593,Zimbabwe,South Africa,2,2013,5256.06689453125,42.0,125.14444986979169,4.829468669070112
3598,Canada,Bolivia,2,2013,2439.0,0.029,84103.44827586206,11.339802847211583
3615,Switzerland,New Zealand,2,2013,492.835418701172,0.0004550842103962,1082954.3355767662,13.895203360345109
3634,Switzerland,Canada,2,2013,1478.506254673,0.0014007342143487,1055522.339304296,13.869546310711913
3638,South Korea,Malta,2,2013,6288.0,0.0765,82196.07843137255,11.316862872258689
3650,Switzerland,Peru,2,2013,612.244873046875,0.0009340000152587,655508.418677313,13.39316642524196
3651,Switzerland,Russia,2,2013,5300.69458007813,0.0493529987335205,107403.6981764576,11.584349894136864
3654,Switzerland,Oman,2,2013,248.588802337646,0.0003679999932646,675513.0621941468,13.423227773270408
3655,Switzerland,Qatar,2,2013,618.758117675781,0.0010409113505107,594438.82264534,13.295373084259111
3656,Switzerland,Tunisia,2,2013,323.491088867188,0.0001819999963045,1777423.6012947012,14.390675458748314
3657,Switzerland,Chile,2,2013,880.373413085938,0.0008100000023841,1086880.753697052,13.898822457874996
3658,Switzerland,Colombia,2,2013,807.642211914063,0.0007129999995231,1132738.0258824606,13.940148291634811
3659,Switzerland,Macedonia,2,2013,5.42770290374756,0.0001000000014901,54277.02822868492,10.90185636353118
3660,Switzerland,Georgia,2,2013,42.3360824584961,2.30000000447035e-05,1840699.2337482783,14.425656075737942
3661,Switzerland,Malaysia,2,2013,1563.17846679688,0.0036091524194703,433115.1154392923,12.978758827169306
3662,Switzerland,Singapore,2,2013,6402.5185546875,0.0054050002098083,1184554.7282438534,13.984877505180869
3663,Switzerland,Hong Kong SAR,2,2013,3499.78295898438,0.034,102934.79291130528,11.541850988201926
3664,Switzerland,Brazil,2,2013,12511.9409179688,0.0233604877626388,535602.7256408387,13.191147981734748
3665,Switzerland,Morocco,2,2013,17.3686504364014,0.0003000000119209,57895.49915411088,10.966394925722842
3666,Switzerland,South Africa,2,2013,3021.05937957764,0.0037745739367784,800370.9637639567,13.592830603877209
3667,Switzerland,United Arab Emirates,2,2013,979.157646179199,0.000650000013411,1506396.347656692,14.225230831771352
3668,Switzerland,South Korea,2,2013,3749.45715332031,0.0072243155718733,519005.1730184922,13.159669129378685
3669,Switzerland,Australia,2,2013,2754.0166015625,0.0026099998950958,1055178.8169559992,13.869220805274717
3670,Switzerland,Ireland,2,2013,504.5166015625,0.01,50451.66015625,10.828770932202673
3671,Switzerland,Portugal,2,2013,1164.78506469727,0.0049650000333786,234599.2058140336,12.365633829918858
3672,Switzerland,Greece,2,2013,3198.00268554688,0.0092970725868297,343979.53287760454,12.748337437136668
3674,Switzerland,Finland,2,2013,130.264877319336,9.0999998152256e-05,1431482.1974104245,14.174220967124723
3675,Switzerland,Mexico,2,2013,706.68691444397,0.0017569999913685,402212.2469639527,12.904735205792337
3676,Switzerland,Lithuania,2,2013,260.529754638672,0.0002300000041723,1132738.0430979163,13.940148306832905
3680,Switzerland,Romania,2,2013,11044.2903442383,0.0664349998533726,166242.04664128754,12.021200117622088
3684,Switzerland,Ukraine,2,2013,670.864074707031,0.0008999999761581,745404.5471987338,13.521682366355796
3699,Czech Republic,Malaysia,2,2013,1195.89123535156,0.0270000007003546,44292.26682708397,10.698565377072498
3707,United Kingdom,Gibraltar,2,2013,2192.53271484375,0.039,56218.78756009616,10.937006278238933
3726,China (mainland),Norway,2,2013,1550.28028869629,0.0515894440098172,30050.339143047942,10.310629225858
3743,Czech Republic,Vietnam,2,2013,318.993286132813,0.0089999996125698,35443.699984974715,10.475700800651476
3848,Norway,Romania,2,2013,2727.86083984375,0.01,272786.083984375,12.516443191862816
3902,Colombia,Spain,2,2013,76.6384735107422,0.001,76638.4735107422,11.246854494789051
3924,Czech Republic,Kenya,2,2013,850.203918457031,0.0140000004321337,60728.84944386061,11.014174143279265
3926,Czech Republic,Lebanon,2,2013,21931.791015625,0.584999978542328,37490.24242748432,10.531835976166354
3927,Czech Republic,Singapore,2,2013,5009.12890625,0.0683159422355513,73322.9864411249,11.202629432727036
3982,Estonia,China (mainland),2,2013,8118.97998046875,0.22785706590711,35631.89909492909,10.480996557626533
4029,Hong Kong SAR,Czech Republic,2,2013,6164.97924804688,0.136000003665686,45330.728543225465,10.721740415793947
4067,Denmark,Sri Lanka,2,2013,2010.05822753906,0.0700000002980232,28715.11741401841,10.26517900223374
4137,United Kingdom,Tunisia,2,2013,7913.0791015625,0.1,79130.791015625,11.278857344959505
4172,Netherlands,Uruguay,2,2013,253.593002319336,0.0010000000474974,253592.9902743156,12.443485860289044
4190,Sweden,Philippines,2,2013,556.569885253906,0.003000000026077,185523.2934720032,12.13093572442386
4234,Estonia,"Areas, nes., Spec Cat, Islands, Other",2,2013,169.506896972656,0.0049999998882412,33901.3801522861,10.43121100499663
4236,Estonia,Austria,2,2013,4094.85961914063,0.100000001490116,40948.59558122473,10.620072792752309
4268,Iceland,United Arab Emirates,2,2013,104.721298217773,0.0005717211016774,183168.5028076165,12.118161788534849
4281,France,French Polynesia,2,2013,82.7514038085938,0.0010000000474974,82751.39987811333,11.323596210052273
4291,France,Hong Kong SAR,2,2013,112623.318847656,3.08199993148446,36542.28466949071,10.50622535314133
4336,Ireland,China (mainland),2,2013,13694.0224609375,0.455,30096.752661401097,10.312172559913677
4342,United Kingdom,Falkland Islands,2,2013,19010.400390625,0.4,47526.0009765625,10.769032229240295
4348,United Kingdom,Dominican Republic,2,2013,2914.92797851563,0.1,29149.279785156297,10.280185484274655
4355,United Kingdom,Libya,2,2013,17415.1103515625,0.603464599004235,28858.54510819496,10.270161419005674
4391,Philippines,South Korea,2,2013,32014.0,435.141,73.5715549672405,4.298258469608275
4438,Philippines,Denmark,2,2013,1215.91174316406,0.0379999987781048,31997.67848057552,10.373418631668152
4457,Hong Kong SAR,France,2,2013,648.664184570313,0.0040000001899898,162166.03844010452,11.996376017976392
4473,Ireland,Austria,2,2013,1263.9609375,0.038,33262.12993421053,10.412174789608438
4477,Croatia,Finland,2,2013,675.358215332031,0.0109999999403954,61396.20172650246,11.025103251089874
4510,Sweden,Canada,2,2013,2972.376953125,0.0179999992251396,165132.0600599608,12.014500796762013
4592,India,Hungary,2,2013,754.105529785156,0.025000000372529,30164.220741924364,10.314411757354518
4632,Ireland,India,2,2013,2511.90551757813,0.018,139550.30653211835,11.846180435537608
4635,Ireland,Sweden,2,2013,711.395080566406,0.014,50813.93432617186,10.83592589371311
4825,Luxembourg,United States,2,2013,2789.0,0.036,77472.22222222223,11.257674728153516
4885,Malta,Italy,2,2013,910.265380859375,0.0001175497065613,7743663.574218742,15.862385463583022
4891,Mozambique,South Africa,2,2013,6011.76123046875,0.1,60117.6123046875,11.004058127587337
4914,Netherlands,Papua New Guinea,2,2013,192.196792602539,0.0010000000474974,192196.7834736819,12.166275040069666
4916,Netherlands,Mali,2,2013,840.861022949219,0.0010000000474974,840860.9830104664,13.64218162566076
4939,Netherlands,Canada,2,2013,730.080871582031,0.0010000000474974,730080.836905053,13.500910542480227
4957,Norway,Malaysia,2,2013,5588.70068359375,0.102517496426065,54514.60363767552,10.90622390141196
4987,"Areas, nes., Spec Cat, Islands, Other",Ireland,2,2013,397.740600585938,0.00041302409279,962996.12426758,13.777804666127906
5022,Portugal,Belgium,2,2013,5573.70726013184,0.18899999698624,29490.515074122613,10.29182396771724
5038,Romania,Philippines,2,2013,161.49870300293,0.003000000026077,53832.900533042615,10.893640093310538
5128,Singapore,Norway,2,2013,3375.50317382813,0.004,843875.7934570325,13.645760598597953
5129,Singapore,Denmark,2,2013,40633.60546875,0.139668968945416,290927.94036898785,12.580830887890874
5223,Thailand,Sri Lanka,2,2013,414.1494140625,0.01,41414.94140625,10.631396998236
5235,Thailand,Canada,2,2013,1.47599017620087,1.18093053125733e-05,124985.35156249977,11.735951821917444
5237,Thailand,United Kingdom,2,2013,6121.3486328125,0.075,81617.98177083334,11.309804881514076
5313,Taiwan,Luxembourg,2,2013,1010.36791992188,0.0040000001899898,252591.96798299492,12.439530691017664
5372,United States,Aruba,2,2013,186769.0,3.05,61235.73770491804,11.022486247495062
5387,United States,New Zealand,2,2013,2662.0,0.001,2662000.0,14.794588277937194
5411,United States,Ukraine,2,2013,2772.0,0.023,120521.73913043478,11.699585423362782
5486,Switzerland,Lithuania,3,2013,372.913570404053,0.0004219999983906,883681.4498250799,13.691851925801195
5502,Argentina,United Kingdom,3,2013,23184.060546875,0.275,84305.67471590909,11.342204457452803
5504,Switzerland,Denmark,3,2013,14476.2724609375,0.0430000014603138,336657.4876584169,12.726821335396712
5507,Switzerland,Bulgaria,3,2013,138.390029907227,0.002119999885559,65278.31951780091,11.086415246625894
5529,United States,Slovenia,3,2013,26103.0,0.726,35954.545454545456,10.490010793391477
5549,Spain,Singapore,3,2013,59617.4765625,1.68,35486.59319196429,10.476910247568922
5569,United Arab Emirates,France,3,2013,1691.66174316406,0.0320000015199184,52864.4269629514,10.875485933477714
5592,Switzerland,Ghana,3,2013,58.1026840209961,6.49999976158142e-05,893887.4792644606,13.70333518411406
5612,Switzerland,United Arab Emirates,3,2013,1068.03294372559,0.0011532202870832,926130.9011714178,13.738770865593832
5620,Hong Kong SAR,United Kingdom,3,2013,12969.9748535156,0.366944165455226,35345.90838207013,10.472937918715322
5693,Argentina,Sweden,3,2013,205.952697753906,0.0020000000949949,102976.34398583924,11.542254570793174
5728,Australia,Belgium,3,2013,15786.4697265625,0.529999971389771,29785.793544794105,10.30178683213844
5751,Australia,Turkey,3,2013,6038.37646484375,0.0070484026266939,856701.4094761045,13.66084472318961
5754,Australia,Italy,3,2013,1551.76940917969,20.7,74.96470575747296,4.317017412873772
5792,Netherlands,Mali,3,2013,1005.15277099609,0.0049999998882412,201030.5586926012,12.211212208781845
5823,Brazil,Nicaragua,3,2013,36.0,0.0007429643527204,48454.54545454547,10.788381430349611
5833,Thailand,Belgium,3,2013,29.7919006347656,0.000188494239764,158052.0480204705,11.970679675614036
5840,Switzerland,Thailand,3,2013,1584.61860656738,0.0011599133725424,1366152.5455940033,14.127508986079937
5847,Austria,Azerbaijan,3,2013,28262.150390625,0.699999988079071,40374.501245609375,10.605953707398736
5848,Austria,Malaysia,3,2013,4328.892578125,0.100000001490116,43288.925136194805,10.675652110749043
5909,Ireland,Spain,3,2013,80765.3260498047,1.54022536233624,52437.34327767365,10.867374274459896
5928,Switzerland,Malta,3,2013,244.031265258789,0.0001379999965429,1768342.5461744291,14.385553251249254
5949,Denmark,Luxembourg,3,2013,698.166687011719,0.0018023248092723,387370.0697121251,12.867135767579883
5953,Switzerland,Russia,3,2013,10189.09765625,0.114921555490899,88661.32739612028,11.3925790799456
5962,Sweden,Armenia,3,2013,1081.57543945313,0.0020000000949949,540787.6940405285,13.200782048349415
6030,Belgium,Qatar,3,2013,8749.751953125,0.184777021429812,47353.03061722215,10.765386101153602
6033,Belgium,Lebanon,3,2013,37149.203125,1.0,37149.203125,10.522697599713965
6104,Switzerland,New Zealand,3,2013,2301.9227142334,0.0020340000437572,1131722.0573806998,13.939250975248058
6111,Switzerland,Colombia,3,2013,17.9590110778809,0.0004199999868869,42759.55152044723,10.66334787678761
6164,Norway,Angola,3,2013,6850.5,0.022,311386.36363636365,12.648789746916984
6191,Denmark,Hong Kong SAR,3,2013,10741.9228515625,0.0160000007599592,671370.1463342863,13.417075897740984
6205,Bulgaria,Peru,3,2013,9085.591796875,0.181343994140625,50101.42100338591,10.82180465001176
6209,Bulgaria,Austria,3,2013,92472.765625,1.39999997615814,66051.97657128712,11.09819723488178
6215,United Kingdom,Vanuatu,3,2013,1530.19995117188,0.018,85011.10839843779,11.350537213974093
6228,Ireland,Austria,3,2013,994.790405273438,0.028,35528.22875976564,10.478082835809731
6238,Italy,Philippines,3,2013,5003.744140625,0.0952819539211465,52515.12941019243,10.868856586305814
6242,Gibraltar,Spain,3,2013,4476.556640625,288.0,15.543599446614584,2.743648942739933
6243,Denmark,Equatorial Guinea,3,2013,20290.875,0.33500000834465,60569.77461064606,11.011551278829652
6251,Switzerland,Philippines,3,2013,111.979713439941,5.99999986588955e-05,1866328.5990480443,14.439483742982464
6320,Switzerland,Australia,3,2013,1019.43801879883,0.0023134616514057,440654.8162055716,12.996017118243572
6386,Switzerland,Malaysia,3,2013,11506.4443359375,0.0265667115410345,433115.1154392909,12.978758827169305
6433,Japan,Bulgaria,3,2013,2258.09814453125,0.031,72841.87563004032,11.196046283510572
6440,Switzerland,Finland,3,2013,143.672092437744,0.0010519999861717,136570.4318690857,11.824595744921886
6454,Switzerland,Bahamas,3,2013,1352.20788574219,0.0051999998092651,260039.98756555395,12.468590696500968
6455,Switzerland,Lebanon,3,2013,338.051971435547,0.0006000000238418,563419.9300042817,13.241780508318238
